sample.id,value,epitope.id,paper.name
BK00873EB02,0.936747755,CTLA4,CD38+ CD4+ non-naive T cells (% of CD4 not naive)
BK00300EB02,0.316307004,LAG3,CD38+ CD4+ non-naive T cells (% of CD4 not naive)
BK00289EB02,0.915664516,CTLA4,CD38+ CD4+ non-naive T cells (% of CD4 not naive)
BK00984EB02,0.091265637,LAG3,CD38+ CD4+ non-naive T cells (% of CD4 not naive)
BK00860EB02,0.836953016,TCF7,CD38+ CD4+ non-naive T cells (% of CD4 not naive)
BK01857EB01,0.912459192,PDCD1,CD38+ CD4+ non-naive T cells (% of CD4 not naive)
BK00860EB02,0.145780295,HAVR2,CD38+ CD4+ non-naive T cells (% of CD4 not naive)
BK01801EB01,0.481524104,TBX21,CD38+ CD4+ non-naive T cells (% of CD4 not naive)
BK01801EB01,0.739234808,CTLA4,CD38+ CD4+ non-naive T cells (% of CD4 not naive)
BK00289EB02,0.551088292,TBX21,CD38+ CD4+ non-naive T cells (% of CD4 not naive)
BK00289EB02,1.016548744,PDCD1,CD38+ CD4+ non-naive T cells (% of CD4 not naive)
BK00985EB01,1.012542991,CCR7,CD38+ CD4+ non-naive T cells (% of CD4 not naive)
BK00289EB02,0.283815782,LAG3,CD38+ CD4+ non-naive T cells (% of CD4 not naive)
BK01854EB02,0.598484016,CD244,CD38+ CD4+ non-naive T cells (% of CD4 not naive)
BK00289EB02,0.379125063,KI67,CD38+ CD4+ non-naive T cells (% of CD4 not naive)
BK00267EB02,0.229323194,KI67,CD38+ CD4+ non-naive T cells (% of CD4 not naive)
BK01898EB01,0.664760177,HAVR2,CD38+ CD4+ non-naive T cells (% of CD4 not naive)
BK00597EB01,0.502735193,HAVR2,CD38+ CD4+ non-naive T cells (% of CD4 not naive)
BK01898EB01,0.710172427,PDCD1,CD38+ CD4+ non-naive T cells (% of CD4 not naive)
BK00597EB01,0.545545989,EOMES,CD38+ CD4+ non-naive T cells (% of CD4 not naive)
BK00267EB02,0.821349477,TCF7,CD38+ CD4+ non-naive T cells (% of CD4 not naive)
BK00985EB01,0.600996486,CD244,CD38+ CD4+ non-naive T cells (% of CD4 not naive)
PICI0002_A01_K01435KE01_SPB_A02,-0.065751364,TCF7,CD38+ CD4+ non-naive T cells (% of CD4 not naive)
BK00597EB01,0.834511821,CTLA4,CD38+ CD4+ non-naive T cells (% of CD4 not naive)
BK00985EB01,0.782173509,PDCD1,CD38+ CD4+ non-naive T cells (% of CD4 not naive)
BK00597EB01,0.910297103,CCR7,CD38+ CD4+ non-naive T cells (% of CD4 not naive)
BK00267EB02,0.455475135,CD244,CD38+ CD4+ non-naive T cells (% of CD4 not naive)
BK00977EB01,0.328687553,EOMES,CD38+ CD4+ non-naive T cells (% of CD4 not naive)
BK00597EB01,0.456332179,KI67,CD38+ CD4+ non-naive T cells (% of CD4 not naive)
BK00597EB01,0.355266892,ENTP1,CD38+ CD4+ non-naive T cells (% of CD4 not naive)
BK01216EB01,0.843298725,LAG3,CD38+ CD4+ non-naive T cells (% of CD4 not naive)
BK00597EB01,0.929062867,PDCD1,CD38+ CD4+ non-naive T cells (% of CD4 not naive)
BK01783EB01,1.01197391,CCR7,CD38+ CD4+ non-naive T cells (% of CD4 not naive)
PICI0002_A01_K01452KE01_SPB_A01,0.209381853,EOMES,CD38+ CD4+ non-naive T cells (% of CD4 not naive)
BK00267EB02,0.62466368,ICOS,CD38+ CD4+ non-naive T cells (% of CD4 not naive)
BK00267EB02,0.665647187,CTLA4,CD38+ CD4+ non-naive T cells (% of CD4 not naive)
BK00267EB02,0.397597554,EOMES,CD38+ CD4+ non-naive T cells (% of CD4 not naive)
BK00267EB02,0.692804191,PDCD1,CD38+ CD4+ non-naive T cells (% of CD4 not naive)
BK01783EB01,0.042874708,KI67,CD38+ CD4+ non-naive T cells (% of CD4 not naive)
BK00862EB02,0.455563025,EOMES,CD38+ CD4+ non-naive T cells (% of CD4 not naive)
BK01825EB01,0.483294562,PDCD1,CD38+ CD4+ non-naive T cells (% of CD4 not naive)
BK01783EB01,0.397716514,TBX21,CD38+ CD4+ non-naive T cells (% of CD4 not naive)
BK00322EB01,0.620193858,EOMES,CD38+ CD4+ non-naive T cells (% of CD4 not naive)
BK01216EB01,0.992806139,CCR7,CD38+ CD4+ non-naive T cells (% of CD4 not naive)
BK00862EB02,0.193403715,KI67,CD38+ CD4+ non-naive T cells (% of CD4 not naive)
BK01783EB01,0.815744919,TCF7,CD38+ CD4+ non-naive T cells (% of CD4 not naive)
BK00974EB02,0.476924757,TBX21,CD38+ CD4+ non-naive T cells (% of CD4 not naive)
BK00974EB02,0.406539414,ENTP1,CD38+ CD4+ non-naive T cells (% of CD4 not naive)
BK01783EB01,0.820765432,LAG3,CD38+ CD4+ non-naive T cells (% of CD4 not naive)
BK00862EB02,0.51873614,CD244,CD38+ CD4+ non-naive T cells (% of CD4 not naive)
BK00858EB02,0.679567773,TCF7,CD38+ CD4+ non-naive T cells (% of CD4 not naive)
BK00862EB02,0.595335999,PDCD1,CD38+ CD4+ non-naive T cells (% of CD4 not naive)
BK01783EB01,0.597539577,EOMES,CD38+ CD4+ non-naive T cells (% of CD4 not naive)
BK00974EB02,0.161025842,LAG3,CD38+ CD4+ non-naive T cells (% of CD4 not naive)
BK00862EB02,0.399786624,HAVR2,CD38+ CD4+ non-naive T cells (% of CD4 not naive)
BK01825EB01,0.65598664,ICOS,CD38+ CD4+ non-naive T cells (% of CD4 not naive)
BK00498EB02,0.882450371,CCR7,CD38+ CD4+ non-naive T cells (% of CD4 not naive)
BK00092EB02,0.28605627,CD244,CD38+ CD4+ non-naive T cells (% of CD4 not naive)
BK00867EB01,0.656749992,CTLA4,CD38+ CD4+ non-naive T cells (% of CD4 not naive)
BK001772EB02,0.437026616,HAVR2,CD38+ CD4+ non-naive T cells (% of CD4 not naive)
BK00564EB02,0.663478746,TCF7,CD38+ CD4+ non-naive T cells (% of CD4 not naive)
BK00498EB02,0.428668768,HAVR2,CD38+ CD4+ non-naive T cells (% of CD4 not naive)
PICI0002_A01_K01447KE01_SPB_A01,0.524849424,ENTP1,CD38+ CD4+ non-naive T cells (% of CD4 not naive)
BK001772EB02,0.714548608,ICOS,CD38+ CD4+ non-naive T cells (% of CD4 not naive)
BK00852EB02,0.066525213,ENTP1,CD38+ CD4+ non-naive T cells (% of CD4 not naive)
BK00454EB02,-0.10522868,ENTP1,CD38+ CD4+ non-naive T cells (% of CD4 not naive)
BK00852EB02,0.176094865,KI67,CD38+ CD4+ non-naive T cells (% of CD4 not naive)
PICI0002_A01_K01447KE01_SPB_A01,0.966387691,PDCD1,CD38+ CD4+ non-naive T cells (% of CD4 not naive)
BK00564EB02,0.673663007,CD244,CD38+ CD4+ non-naive T cells (% of CD4 not naive)
BK00852EB02,0.780134311,ICOS,CD38+ CD4+ non-naive T cells (% of CD4 not naive)
BK01823EB02,0.454938812,PDCD1,CD38+ CD4+ non-naive T cells (% of CD4 not naive)
BK00092EB02,0.88303362,CCR7,CD38+ CD4+ non-naive T cells (% of CD4 not naive)
BK00852EB02,0.354900264,TCF7,CD38+ CD4+ non-naive T cells (% of CD4 not naive)
BK00498EB02,0.695634148,CD244,CD38+ CD4+ non-naive T cells (% of CD4 not naive)
BK00498EB02,0.268048759,LAG3,CD38+ CD4+ non-naive T cells (% of CD4 not naive)
BK00564EB02,0.971133131,CCR7,CD38+ CD4+ non-naive T cells (% of CD4 not naive)
BK00092EB02,0.665068717,PDCD1,CD38+ CD4+ non-naive T cells (% of CD4 not naive)
BK00995EB01,0.549468279,PDCD1,CD38+ CD4+ non-naive T cells (% of CD4 not naive)
BK00852EB02,0.816313104,PDCD1,CD38+ CD4+ non-naive T cells (% of CD4 not naive)
BK00564EB02,0.831365199,ICOS,CD38+ CD4+ non-naive T cells (% of CD4 not naive)
BK00852EB02,0.681871061,CTLA4,CD38+ CD4+ non-naive T cells (% of CD4 not naive)
BK01214EB01,0.767992351,HAVR2,CD38+ CD4+ non-naive T cells (% of CD4 not naive)
BK01769EB01,0.785257785,LAG3,CD38+ CD4+ non-naive T cells (% of CD4 not naive)
BK01900EB01,0.775671764,CD244,CD38+ CD4+ non-naive T cells (% of CD4 not naive)
BK01900EB01,0.419450013,ENTP1,CD38+ CD4+ non-naive T cells (% of CD4 not naive)
BK00852EB02,0.6160508,CD244,CD38+ CD4+ non-naive T cells (% of CD4 not naive)
BK01214EB01,0.646474624,CTLA4,CD38+ CD4+ non-naive T cells (% of CD4 not naive)
BK01900EB01,0.489694931,EOMES,CD38+ CD4+ non-naive T cells (% of CD4 not naive)
BK01900EB01,0.92138581,TCF7,CD38+ CD4+ non-naive T cells (% of CD4 not naive)
BK01846EB01,0.907044927,TCF7,CD38+ CD4+ non-naive T cells (% of CD4 not naive)
BK00874EB02,0.455232659,ENTP1,CD38+ CD4+ non-naive T cells (% of CD4 not naive)
BK01212EB01,0.801820776,CTLA4,CD38+ CD4+ non-naive T cells (% of CD4 not naive)
BK00980EB02,0.572175483,HAVR2,CD38+ CD4+ non-naive T cells (% of CD4 not naive)
BK00874EB02,0.477760048,EOMES,CD38+ CD4+ non-naive T cells (% of CD4 not naive)
BK00874EB02,0.801357117,PDCD1,CD38+ CD4+ non-naive T cells (% of CD4 not naive)
BK00980EB02,1.019218556,TCF7,CD38+ CD4+ non-naive T cells (% of CD4 not naive)
BK00874EB02,0.824546955,ICOS,CD38+ CD4+ non-naive T cells (% of CD4 not naive)
BK01900EB01,0.821308074,ICOS,CD38+ CD4+ non-naive T cells (% of CD4 not naive)
BK01846EB01,0.985394754,ICOS,CD38+ CD4+ non-naive T cells (% of CD4 not naive)
BK01829EB01,0.62824785,CD244,CD38+ CD4+ non-naive T cells (% of CD4 not naive)
BK01211EB01,0.367303285,TBX21,CD38+ CD4+ non-naive T cells (% of CD4 not naive)
BK01829EB01,0.479590324,TBX21,CD38+ CD4+ non-naive T cells (% of CD4 not naive)
BK001774EB01,0.725426495,PDCD1,CD38+ CD4+ non-naive T cells (% of CD4 not naive)
BK01211EB01,0.763995315,CTLA4,CD38+ CD4+ non-naive T cells (% of CD4 not naive)
BK00300EB02,0.80426981,CTLA4,CD38+ CD4+ non-naive T cells (% of CD4 not naive)
BK00874EB02,0.657379284,CTLA4,CD38+ CD4+ non-naive T cells (% of CD4 not naive)
BK00300EB02,0.793921547,ICOS,CD38+ CD4+ non-naive T cells (% of CD4 not naive)
BK00980EB02,0.157211659,LAG3,CD38+ CD4+ non-naive T cells (% of CD4 not naive)
BK01211EB01,0.74594343,CD244,CD38+ CD4+ non-naive T cells (% of CD4 not naive)
BK01829EB01,0.98988154800000006,TCF7,CD38+ CD4+ non-naive T cells (% of CD4 not naive)
BK00980EB02,0.245395796,KI67,CD38+ CD4+ non-naive T cells (% of CD4 not naive)
BK001774EB01,0.493839526,ENTP1,CD38+ CD4+ non-naive T cells (% of CD4 not naive)
BK01800EB02,0.219249679,KI67,CD38+ CD4+ non-naive T cells (% of CD4 not naive)
BK00873EB02,0.588072304,EOMES,CD38+ CD4+ non-naive T cells (% of CD4 not naive)
BK01800EB02,0.734650956,EOMES,CD38+ CD4+ non-naive T cells (% of CD4 not naive)
BK01857EB01,0.932074142,CCR7,CD38+ CD4+ non-naive T cells (% of CD4 not naive)
BK01832EB01,0.322765499,EOMES,CD38+ CD4+ non-naive T cells (% of CD4 not naive)
BK00873EB02,0.802574084,PDCD1,CD38+ CD4+ non-naive T cells (% of CD4 not naive)
BK01800EB02,0.133183802,LAG3,CD38+ CD4+ non-naive T cells (% of CD4 not naive)
BK01857EB01,0.149702633,ENTP1,CD38+ CD4+ non-naive T cells (% of CD4 not naive)
BK01211EB01,0.461814772,EOMES,CD38+ CD4+ non-naive T cells (% of CD4 not naive)
BK01210EB01,9.46447e-4,KI67,CD38+ CD4+ non-naive T cells (% of CD4 not naive)
BK01857EB01,0.589993478,CTLA4,CD38+ CD4+ non-naive T cells (% of CD4 not naive)
BK001785EB01,0.90149429699999994,PDCD1,CD38+ CD4+ non-naive T cells (% of CD4 not naive)
BK01854EB02,0.693873202,PDCD1,CD38+ CD4+ non-naive T cells (% of CD4 not naive)
BK00873EB02,0.514181329,TBX21,CD38+ CD4+ non-naive T cells (% of CD4 not naive)
BK00847EB01,0.50038623,ENTP1,CD38+ CD4+ non-naive T cells (% of CD4 not naive)
BK001785EB01,0.573635996,EOMES,CD38+ CD4+ non-naive T cells (% of CD4 not naive)
BK00873EB02,0.42823363,ENTP1,CD38+ CD4+ non-naive T cells (% of CD4 not naive)
PICI0002_A01_K00009KE01_SPB_A04,0.087286454,LAG3,CD38+ CD4+ non-naive T cells (% of CD4 not naive)
BK01800EB02,0.936755836,CCR7,CD38+ CD4+ non-naive T cells (% of CD4 not naive)
BK01898EB01,0.547620591,CD244,CD38+ CD4+ non-naive T cells (% of CD4 not naive)
BK01800EB02,0.761255423,PDCD1,CD38+ CD4+ non-naive T cells (% of CD4 not naive)
BK01854EB02,0.944180932,CCR7,CD38+ CD4+ non-naive T cells (% of CD4 not naive)
PICI0002_A16_K06191KE01_SPB_A01,0.380226123,LAG3,CD38+ CD4+ non-naive T cells (% of CD4 not naive)
BK01854EB02,0.303830402,LAG3,CD38+ CD4+ non-naive T cells (% of CD4 not naive)
BK00985EB01,0.498494717,TBX21,CD38+ CD4+ non-naive T cells (% of CD4 not naive)
BK00847EB01,0.807721175,PDCD1,CD38+ CD4+ non-naive T cells (% of CD4 not naive)
PICI0002_A01_K00009KE01_SPB_A04,0.48170820600000003,CTLA4,CD38+ CD4+ non-naive T cells (% of CD4 not naive)
BK00977EB01,0.599759711,LAG3,CD38+ CD4+ non-naive T cells (% of CD4 not naive)
BK01898EB01,0.682373443,CTLA4,CD38+ CD4+ non-naive T cells (% of CD4 not naive)
BK01898EB01,0.666893785,TCF7,CD38+ CD4+ non-naive T cells (% of CD4 not naive)
BK01898EB01,0.86739605,LAG3,CD38+ CD4+ non-naive T cells (% of CD4 not naive)
PICI0002_A16_K06191KE01_SPB_A01,0.464792293,KI67,CD38+ CD4+ non-naive T cells (% of CD4 not naive)
BK00847EB01,0.189837672,KI67,CD38+ CD4+ non-naive T cells (% of CD4 not naive)
PICI0002_A16_K06374KE01_SPB_A02,0.142089125,LAG3,CD38+ CD4+ non-naive T cells (% of CD4 not naive)
BK04221EB01,0.074478363,KI67,CD38+ CD4+ non-naive T cells (% of CD4 not naive)
PICI0002_A16_K06374KE01_SPB_A02,0.720494644,TCF7,CD38+ CD4+ non-naive T cells (% of CD4 not naive)
BK00597EB01,0.654170966,LAG3,CD38+ CD4+ non-naive T cells (% of CD4 not naive)
PICI0002_A16_K06374KE01_SPB_A02,0.783209035,ICOS,CD38+ CD4+ non-naive T cells (% of CD4 not naive)
PICI0002_A16_K06191KE01_SPB_A01,0.198791505,EOMES,CD38+ CD4+ non-naive T cells (% of CD4 not naive)
PICI0002_A01_K00897KE01_SPB_A05,-0.136021434,EOMES,CD38+ CD4+ non-naive T cells (% of CD4 not naive)
BK01853EB01,0.900318713,CD244,CD38+ CD4+ non-naive T cells (% of CD4 not naive)
BK01898EB01,0.890981523,ICOS,CD38+ CD4+ non-naive T cells (% of CD4 not naive)
BK01216EB01,0.221088739,KI67,CD38+ CD4+ non-naive T cells (% of CD4 not naive)
PICI0002_A16_K06374KE01_SPB_A02,0.851089537,CCR7,CD38+ CD4+ non-naive T cells (% of CD4 not naive)
PICI0002_A16_K06374KE01_SPB_A02,0.268157243,KI67,CD38+ CD4+ non-naive T cells (% of CD4 not naive)
PICI0002_A01_K00897KE01_SPB_A05,0.491359603,ICOS,CD38+ CD4+ non-naive T cells (% of CD4 not naive)
BK01825EB01,1.012896759,CCR7,CD38+ CD4+ non-naive T cells (% of CD4 not naive)
BK00858EB02,0.236867651,ENTP1,CD38+ CD4+ non-naive T cells (% of CD4 not naive)
BK00858EB02,0.54239356,EOMES,CD38+ CD4+ non-naive T cells (% of CD4 not naive)
PICI0002_A01_K01443KE02_SPB_A01,0.559709328,LAG3,CD38+ CD4+ non-naive T cells (% of CD4 not naive)
BK00858EB02,0.806715024,CCR7,CD38+ CD4+ non-naive T cells (% of CD4 not naive)
BK01216EB01,0.742523707,HAVR2,CD38+ CD4+ non-naive T cells (% of CD4 not naive)
BK01825EB01,0.645892288,CTLA4,CD38+ CD4+ non-naive T cells (% of CD4 not naive)
PICI0002_A01_K00897KE01_SPB_A05,0.240809667,TBX21,CD38+ CD4+ non-naive T cells (% of CD4 not naive)
PICI0002_A01_K01443KE02_SPB_A01,0.90363875,TCF7,CD38+ CD4+ non-naive T cells (% of CD4 not naive)
BK01825EB01,0.164602707,KI67,CD38+ CD4+ non-naive T cells (% of CD4 not naive)
BK01853EB01,0.865141268,PDCD1,CD38+ CD4+ non-naive T cells (% of CD4 not naive)
BK01853EB01,0.814663014,ICOS,CD38+ CD4+ non-naive T cells (% of CD4 not naive)
BK01853EB01,0.446818422,EOMES,CD38+ CD4+ non-naive T cells (% of CD4 not naive)
BK00322EB01,0.654747654,ENTP1,CD38+ CD4+ non-naive T cells (% of CD4 not naive)
BK01207EB01,0.567986895,EOMES,CD38+ CD4+ non-naive T cells (% of CD4 not naive)
BK01207EB01,0.616508745,CTLA4,CD38+ CD4+ non-naive T cells (% of CD4 not naive)
PICI0002_A01_K01443KE02_SPB_A01,0.390409583,TBX21,CD38+ CD4+ non-naive T cells (% of CD4 not naive)
BK01207EB01,0.288988454,ENTP1,CD38+ CD4+ non-naive T cells (% of CD4 not naive)
BK00867EB01,0.158914934,KI67,CD38+ CD4+ non-naive T cells (% of CD4 not naive)
BK01825EB01,0.537870038,CD244,CD38+ CD4+ non-naive T cells (% of CD4 not naive)
BK001772EB02,0.147685727,KI67,CD38+ CD4+ non-naive T cells (% of CD4 not naive)
BK00498EB02,0.252047188,KI67,CD38+ CD4+ non-naive T cells (% of CD4 not naive)
BK01823EB02,0.94090711,EOMES,CD38+ CD4+ non-naive T cells (% of CD4 not naive)
BK00454EB02,-0.020025111,PDCD1,CD38+ CD4+ non-naive T cells (% of CD4 not naive)
PICI0002_A01_K01447KE01_SPB_A01,0.858287415,CTLA4,CD38+ CD4+ non-naive T cells (% of CD4 not naive)
BK00542EB02,0.157707394,ENTP1,CD38+ CD4+ non-naive T cells (% of CD4 not naive)
BK00092EB02,0.517278282,TBX21,CD38+ CD4+ non-naive T cells (% of CD4 not naive)
BK01823EB02,0.682956272,ICOS,CD38+ CD4+ non-naive T cells (% of CD4 not naive)
PICI0002_A01_K01447KE01_SPB_A01,0.472972126,KI67,CD38+ CD4+ non-naive T cells (% of CD4 not naive)
BK01823EB02,0.683712691,TCF7,CD38+ CD4+ non-naive T cells (% of CD4 not naive)
BK00542EB02,0.200273348,KI67,CD38+ CD4+ non-naive T cells (% of CD4 not naive)
BK00542EB02,0.129685684,CD244,CD38+ CD4+ non-naive T cells (% of CD4 not naive)
BK00995EB01,0.537312296,LAG3,CD38+ CD4+ non-naive T cells (% of CD4 not naive)
BK01884EB01,0.727425977,LAG3,CD38+ CD4+ non-naive T cells (% of CD4 not naive)
PICI0002_A01_K01447KE01_SPB_A01,0.817605906,CCR7,CD38+ CD4+ non-naive T cells (% of CD4 not naive)
BK01884EB01,0.946160254,CCR7,CD38+ CD4+ non-naive T cells (% of CD4 not naive)
BK01823EB02,0.577468799,HAVR2,CD38+ CD4+ non-naive T cells (% of CD4 not naive)
BK001772EB02,0.609445934,PDCD1,CD38+ CD4+ non-naive T cells (% of CD4 not naive)
BK00867EB01,0.358354156,EOMES,CD38+ CD4+ non-naive T cells (% of CD4 not naive)
BK01214EB01,0.988155227,CCR7,CD38+ CD4+ non-naive T cells (% of CD4 not naive)
BK00092EB02,0.818395756,ICOS,CD38+ CD4+ non-naive T cells (% of CD4 not naive)
BK01823EB02,0.899658161,TBX21,CD38+ CD4+ non-naive T cells (% of CD4 not naive)
BK01823EB02,0.32442237,ENTP1,CD38+ CD4+ non-naive T cells (% of CD4 not naive)
BK01823EB02,0.951111554,LAG3,CD38+ CD4+ non-naive T cells (% of CD4 not naive)
BK00333EB02,0.93568156,CCR7,CD38+ CD4+ non-naive T cells (% of CD4 not naive)
BK01846EB01,0.223882431,KI67,CD38+ CD4+ non-naive T cells (% of CD4 not naive)
BK01212EB01,0.52039285,TBX21,CD38+ CD4+ non-naive T cells (% of CD4 not naive)
BK00333EB02,0.676615573,CD244,CD38+ CD4+ non-naive T cells (% of CD4 not naive)
BK00333EB02,0.297203235,LAG3,CD38+ CD4+ non-naive T cells (% of CD4 not naive)
BK01212EB01,0.644707343,LAG3,CD38+ CD4+ non-naive T cells (% of CD4 not naive)
BK01769EB01,0.644954237,ICOS,CD38+ CD4+ non-naive T cells (% of CD4 not naive)
BK01829EB01,0.391867637,ENTP1,CD38+ CD4+ non-naive T cells (% of CD4 not naive)
BK04200EB02,0.527488986,EOMES,CD38+ CD4+ non-naive T cells (% of CD4 not naive)
BK01900EB01,0.390996014,TBX21,CD38+ CD4+ non-naive T cells (% of CD4 not naive)
BK00114EB01,0.698155869,CD244,CD38+ CD4+ non-naive T cells (% of CD4 not naive)
BK00868EB02,-0.220934674,CD244,CD38+ CD4+ non-naive T cells (% of CD4 not naive)
BK01212EB01,0.666840487,CD244,CD38+ CD4+ non-naive T cells (% of CD4 not naive)
BK01829EB01,0.916152395,PDCD1,CD38+ CD4+ non-naive T cells (% of CD4 not naive)
BK01212EB01,0.962459779,PDCD1,CD38+ CD4+ non-naive T cells (% of CD4 not naive)
BK00868EB02,-0.383989064,PDCD1,CD38+ CD4+ non-naive T cells (% of CD4 not naive)
BK00575EB01,0.615191422,HAVR2,CD38+ CD4+ non-naive T cells (% of CD4 not naive)
BK001774EB01,0.187558964,KI67,CD38+ CD4+ non-naive T cells (% of CD4 not naive)
BK001774EB01,0.65843219,CD244,CD38+ CD4+ non-naive T cells (% of CD4 not naive)
BK01846EB01,0.829601082,CTLA4,CD38+ CD4+ non-naive T cells (% of CD4 not naive)
BK12377EB01,0.62285203,HAVR2,CD38+ CD4+ non-naive T cells (% of CD4 not naive)
BK00114EB01,0.307257792,KI67,CD38+ CD4+ non-naive T cells (% of CD4 not naive)
BK01829EB01,0.17846577,KI67,CD38+ CD4+ non-naive T cells (% of CD4 not naive)
BK001774EB01,1.021429333,CCR7,CD38+ CD4+ non-naive T cells (% of CD4 not naive)
BK01215EB01,0.586741499,HAVR2,CD38+ CD4+ non-naive T cells (% of CD4 not naive)
BK001774EB01,0.734050788,ICOS,CD38+ CD4+ non-naive T cells (% of CD4 not naive)
BK01215EB01,0.522258436,ICOS,CD38+ CD4+ non-naive T cells (% of CD4 not naive)
BK00300EB02,0.567948459,HAVR2,CD38+ CD4+ non-naive T cells (% of CD4 not naive)
BK001774EB01,0.748046128,CTLA4,CD38+ CD4+ non-naive T cells (% of CD4 not naive)
BK01215EB01,0.396862027,CTLA4,CD38+ CD4+ non-naive T cells (% of CD4 not naive)
BK12377EB01,0.259449748,KI67,CD38+ CD4+ non-naive T cells (% of CD4 not naive)
BK001774EB01,0.346483105,TBX21,CD38+ CD4+ non-naive T cells (% of CD4 not naive)
BK01211EB01,0.283067805,KI67,CD38+ CD4+ non-naive T cells (% of CD4 not naive)
BK00984EB02,0.105756748,ENTP1,CD38+ CD4+ non-naive T cells (% of CD4 not naive)
BK12377EB01,0.93444483,CCR7,CD38+ CD4+ non-naive T cells (% of CD4 not naive)
BK00873EB02,1.039646719,TCF7,CD38+ CD4+ non-naive T cells (% of CD4 not naive)
BK01857EB01,0.831464745,ICOS,CD38+ CD4+ non-naive T cells (% of CD4 not naive)
BK00984EB02,0.252322411,KI67,CD38+ CD4+ non-naive T cells (% of CD4 not naive)
BK01210EB01,0.808402868,ICOS,CD38+ CD4+ non-naive T cells (% of CD4 not naive)
BK00300EB02,0.406798327,EOMES,CD38+ CD4+ non-naive T cells (% of CD4 not naive)
BK01215EB01,-0.046070935,EOMES,CD38+ CD4+ non-naive T cells (% of CD4 not naive)
PICI0002_A01_K01452KE01_SPB_A01,0.379574961,LAG3,CD38+ CD4+ non-naive T cells (% of CD4 not naive)
BK00848EB01,0.165592579,KI67,CD38+ CD4+ non-naive T cells (% of CD4 not naive)
PICI0002_A01_K01432KE01_SPB_A01,0.498262051,KI67,CD38+ CD4+ non-naive T cells (% of CD4 not naive)
PICI0002_A01_K01432KE01_SPB_A01,0.012641968,EOMES,CD38+ CD4+ non-naive T cells (% of CD4 not naive)
BK00984EB02,-0.373316659,CD244,CD38+ CD4+ non-naive T cells (% of CD4 not naive)
BK00848EB01,0.459790232,EOMES,CD38+ CD4+ non-naive T cells (% of CD4 not naive)
BK00848EB01,0.582246175,CD244,CD38+ CD4+ non-naive T cells (% of CD4 not naive)
PICI0002_A01_K01432KE01_SPB_A01,0.928349011,ICOS,CD38+ CD4+ non-naive T cells (% of CD4 not naive)
BK00848EB01,0.583923293,PDCD1,CD38+ CD4+ non-naive T cells (% of CD4 not naive)
BK00848EB01,0.41206265,TBX21,CD38+ CD4+ non-naive T cells (% of CD4 not naive)
BK00847EB01,0.625254207,HAVR2,CD38+ CD4+ non-naive T cells (% of CD4 not naive)
BK01832EB01,0.125324559,ENTP1,CD38+ CD4+ non-naive T cells (% of CD4 not naive)
BK00597EB01,1.026025284,TCF7,CD38+ CD4+ non-naive T cells (% of CD4 not naive)
BK00848EB01,0.619714599,LAG3,CD38+ CD4+ non-naive T cells (% of CD4 not naive)
BK001785EB01,0.759906574,LAG3,CD38+ CD4+ non-naive T cells (% of CD4 not naive)
BK00985EB01,0.974559621,TCF7,CD38+ CD4+ non-naive T cells (% of CD4 not naive)
PICI0002_A01_K01435KE01_SPB_A02,0.701613965,ICOS,CD38+ CD4+ non-naive T cells (% of CD4 not naive)
BK01854EB02,0.626714597,CTLA4,CD38+ CD4+ non-naive T cells (% of CD4 not naive)
PICI0002_A01_K00009KE01_SPB_A04,0.988728878,CCR7,CD38+ CD4+ non-naive T cells (% of CD4 not naive)
BK00848EB01,0.626251504,HAVR2,CD38+ CD4+ non-naive T cells (% of CD4 not naive)
PICI0002_A16_K06191KE01_SPB_A01,0.38886838,ENTP1,CD38+ CD4+ non-naive T cells (% of CD4 not naive)
BK01801EB01,1.039425753,TCF7,CD38+ CD4+ non-naive T cells (% of CD4 not naive)
PICI0002_A01_K01435KE01_SPB_A02,0.374828009,CTLA4,CD38+ CD4+ non-naive T cells (% of CD4 not naive)
BK00985EB01,0.471920263,ENTP1,CD38+ CD4+ non-naive T cells (% of CD4 not naive)
BK00147EB02,-0.012443889,CD244,CD38+ CD4+ non-naive T cells (% of CD4 not naive)
BK04221EB01,0.721499503,TCF7,CD38+ CD4+ non-naive T cells (% of CD4 not naive)
BK01898EB01,0.153971374,KI67,CD38+ CD4+ non-naive T cells (% of CD4 not naive)
BK04221EB01,0.522231693,HAVR2,CD38+ CD4+ non-naive T cells (% of CD4 not naive)
BK01216EB01,0.810793227,CD244,CD38+ CD4+ non-naive T cells (% of CD4 not naive)
BK00322EB01,0.981390783,CCR7,CD38+ CD4+ non-naive T cells (% of CD4 not naive)
BK00322EB01,0.888397493,ICOS,CD38+ CD4+ non-naive T cells (% of CD4 not naive)
BK00322EB01,0.902409338,CD244,CD38+ CD4+ non-naive T cells (% of CD4 not naive)
PICI0002_A01_K00897KE01_SPB_A05,0.464939785,TCF7,CD38+ CD4+ non-naive T cells (% of CD4 not naive)
BK01853EB01,0.67315546,CTLA4,CD38+ CD4+ non-naive T cells (% of CD4 not naive)
BK00322EB01,0.837596698,HAVR2,CD38+ CD4+ non-naive T cells (% of CD4 not naive)
BK00977EB01,0.642749906,PDCD1,CD38+ CD4+ non-naive T cells (% of CD4 not naive)
