Gene Symbol	NCBI Gene ID	RNA-Seq Raw Counts	FPKM	CPM	TPM	Percentile Rank	Is Expressed	sample
A1BG	1	93	0.7992	1.4809	3.398	0.37	yes	A464BM238-001
A1BG-AS1	503538	167	1.2485	2.6593	5.3082	0.42	yes	A464BM238-001
A1CF	29974	393	0.6567	6.2581	2.7923	0.36	yes	A464BM238-001
A2M	2	34571	118.3119	550.5053	503.0286	0.99	yes	A464BM238-001
A2M-AS1	144571	134	0.9757	2.1338	4.1483	0.39	yes	A464BM238-001
A2ML1	144568	1555	4.5434	24.7617	19.3174	0.64	yes	A464BM238-001
A3GALT2	127550	16	0.2491	0.2548	1.0589	0.28	no	A464BM238-001
A4GALT	53947	1458	7.6322	23.2171	32.4498	0.75	yes	A464BM238-001
A4GNT	51146	357	3.21	5.6848	13.6478	0.57	yes	A464BM238-001
AAAS	8086	1179	10.2201	18.7743	43.4529	0.81	yes	A464BM238-001
AACS	65985	1281	6.1275	20.3985	26.0525	0.7	yes	A464BM238-001
AADAC	13	381	3.573	6.067	15.1915	0.59	yes	A464BM238-001
AADACL2	344752	3	0.0159	0.0478	0.0677	0.15	no	A464BM238-001
AADACL3	126767	0	0	0	0	0	no	A464BM238-001
AADACL4	343066	0	0	0	0	0	no	A464BM238-001
AADAT	51166	379	2.1516	6.0352	9.1479	0.5	yes	A464BM238-001
PRXL2C	195827	576	5.5488	9.1722	23.5919	0.68	yes	A464BM238-001
AAGAB	79719	1369	6.2125	21.7998	26.414	0.7	yes	A464BM238-001
AAK1	22848	5173	3.7769	82.3744	16.0583	0.6	yes	A464BM238-001
AAMDC	28971	231	6.06	3.6784	25.7654	0.7	yes	A464BM238-001
AAMP	14	2541	22.5293	40.4626	95.7882	0.92	yes	A464BM238-001
AANAT	15	3	0.0228	0.0478	0.097	0.16	no	A464BM238-001
AAR2	25980	561	2.9988	8.9333	12.7499	0.56	yes	A464BM238-001
AARD	441376	9	0.0802	0.1433	0.3412	0.21	no	A464BM238-001
AARS	16	4460	20.5084	71.0206	87.1959	0.91	yes	A464BM238-001
AARS2	57505	1492	4.9363	23.7585	20.9878	0.66	yes	A464BM238-001
AARSD1	80755	3	0.035	0.0478	0.1489	0.18	no	A464BM238-001
AASDH	132949	992	3.7125	15.7965	15.7843	0.6	yes	A464BM238-001
AASDHPPT	60496	652	3.6289	10.3824	15.4292	0.6	yes	A464BM238-001
AASS	10157	2319	5.883	36.9275	25.0128	0.69	yes	A464BM238-001
AATF	26574	2159	16.0578	34.3797	68.2731	0.88	yes	A464BM238-001
AATK	9625	2012	3.253	32.0389	13.8309	0.58	yes	A464BM238-001
PVALEF	388428	0	0	0	0	0	no	A464BM238-001
ABAT	18	669	1.7737	10.6531	7.5414	0.47	yes	A464BM238-001
ABCA1	19	12443	17.726	198.1412	75.3659	0.9	yes	A464BM238-001
ABCA10	10349	2957	7.1637	47.087	30.458	0.74	yes	A464BM238-001
ABCA11P	79963	255	1.0714	4.0606	4.5553	0.4	yes	A464BM238-001
ABCA12	26154	264	0.4487	4.2039	1.9076	0.32	no	A464BM238-001
ABCA13	154664	384	0.3459	6.1148	1.4707	0.3	no	A464BM238-001
ABCA2	20	5784	11.0172	92.1039	46.842	0.82	yes	A464BM238-001
ABCA3	21	1237	2.9639	19.6979	12.6015	0.56	yes	A464BM238-001
ABCA4	24	50	0.1087	0.7962	0.4621	0.23	no	A464BM238-001
ABCA5	23461	4377	7.3344	69.6989	31.1838	0.74	yes	A464BM238-001
ABCA6	23460	5416	16.2847	86.2439	69.238	0.88	yes	A464BM238-001
ABCA7	10347	5522	12.8951	87.9318	54.8264	0.85	yes	A464BM238-001
ABCA8	10351	6174	15.1696	98.3142	64.4968	0.87	yes	A464BM238-001
ABCA9	10350	3781	8.5148	60.2083	36.2026	0.77	yes	A464BM238-001
ABCB1	5243	1026	3.4644	16.3379	14.7295	0.59	yes	A464BM238-001
ABCB10	23456	1123	4.6364	17.8825	19.7126	0.64	yes	A464BM238-001
ABCB11	8647	13	0.0293	0.207	0.1245	0.17	no	A464BM238-001
ABCB4	5244	289	1.154	4.602	4.9063	0.41	yes	A464BM238-001
ABCB5	340273	171	0.3507	2.723	1.4912	0.3	no	A464BM238-001
ABCB6	10058	716	3.6218	11.4015	15.399	0.6	yes	A464BM238-001
ABCB7	22	1885	11.8736	30.0166	50.4833	0.83	yes	A464BM238-001
ABCB8	11194	1760	5.5029	28.0261	23.3966	0.68	yes	A464BM238-001
ABCB9	23457	297	1.2099	4.7294	5.144	0.42	yes	A464BM238-001
ABCC1	4363	8363	20.1959	133.1716	85.8671	0.91	yes	A464BM238-001
ABCC10	89845	2699	7.1393	42.9786	30.3543	0.74	yes	A464BM238-001
ABCC11	85320	31	0.0962	0.4936	0.409	0.22	no	A464BM238-001
ABCC12	94160	3	0.0092	0.0478	0.039	0.14	no	A464BM238-001
ABCC13	150000	7	0.0377	0.1115	0.1605	0.18	no	A464BM238-001
ABCC2	1244	537	1.691	8.5511	7.1894	0.47	yes	A464BM238-001
ABCC3	8714	18508	55.7759	294.7196	237.1431	0.97	yes	A464BM238-001
ABCC4	10257	2136	5.2939	34.0135	22.5083	0.67	yes	A464BM238-001
ABCC5	10057	3653	7.2877	58.17	30.985	0.74	yes	A464BM238-001
ABCC6	368	1456	3.6426	23.1852	15.4873	0.6	yes	A464BM238-001
ABCC6P1	653190	152	0.8873	2.4204	3.7724	0.38	yes	A464BM238-001
ABCC6P2	730013	21	0.4737	0.3344	2.0139	0.33	yes	A464BM238-001
ABCC8	6833	771	2.4648	12.2773	10.4798	0.53	yes	A464BM238-001
ABCC9	10060	4934	8.2082	78.5685	34.8988	0.76	yes	A464BM238-001
ABCD1	215	2180	4.7372	34.7141	20.1412	0.65	yes	A464BM238-001
ABCD2	225	150	0.4472	2.3886	1.9014	0.32	no	A464BM238-001
ABCD3	5825	3163	12.7319	50.3673	54.1323	0.85	yes	A464BM238-001
ABCD4	5826	1765	6.6225	28.1057	28.1568	0.72	yes	A464BM238-001
ABCE1	6059	3347	12.708	53.2973	54.0308	0.85	yes	A464BM238-001
ABCF1	23	3007	2.0553	47.8832	8.7387	0.5	yes	A464BM238-001
ABCF2	10061	1474	4.5656	23.4718	19.4117	0.64	yes	A464BM238-001
ABCF3	55324	1990	12.1645	31.6886	51.7201	0.84	yes	A464BM238-001
ABCG1	9619	3150	4.6337	50.1603	19.7014	0.64	yes	A464BM238-001
ABCG2	9429	416	1.3549	6.6243	5.7609	0.43	yes	A464BM238-001
ABCG4	64137	40	0.1618	0.637	0.688	0.25	no	A464BM238-001
ABCG5	64240	317	1.6815	5.0479	7.1493	0.46	yes	A464BM238-001
ABCG8	64241	300	1.5887	4.7772	6.7546	0.46	yes	A464BM238-001
ABHD1	84696	28	0.2982	0.4459	1.268	0.29	no	A464BM238-001
ABHD10	55347	323	1.833	5.1434	7.7934	0.48	yes	A464BM238-001
ABHD11	83451	494	2.3896	7.8664	10.1597	0.52	yes	A464BM238-001
ABHD12	26090	1564	8.6868	24.905	36.9337	0.78	yes	A464BM238-001
ABHD12B	145447	7	0.0278	0.1115	0.1182	0.17	no	A464BM238-001
