Gene Symbol	NCBI Gene ID	RNA-Seq Raw Counts	FPKM	CPM	TPM	Percentile Rank	Is Expressed	sample
A1BG	1	742	5.0131	9.2892	17.4599	0.66	yes	BK02583BL01-6
A1BG-AS1	503538	48	0.2821	0.6009	0.9826	0.34	no	BK02583BL01-6
A1CF	29974	357	0.469	4.4694	1.6336	0.37	no	BK02583BL01-6
A2M	2	14278	38.4159	178.7491	133.7973	0.95	yes	BK02583BL01-6
A2M-AS1	144571	13	0.0744	0.1627	0.2592	0.25	no	BK02583BL01-6
A2ML1	144568	1	0.0023	0.0125	0.008	0.15	no	BK02583BL01-6
A3GALT2	127550	19	0.2325	0.2379	0.8098	0.32	no	BK02583BL01-6
A4GALT	53947	2129	8.7618	26.6534	30.5161	0.76	yes	BK02583BL01-6
A4GNT	51146	1	0.0071	0.0125	0.0246	0.16	no	BK02583BL01-6
AAAS	8086	2021	13.7732	25.3013	47.97	0.84	yes	BK02583BL01-6
AACS	65985	1563	5.8779	19.5675	20.4719	0.69	yes	BK02583BL01-6
AADAC	13	473	3.4874	5.9216	12.1461	0.6	yes	BK02583BL01-6
AADACL2	344752	0	0	0	0	0	no	BK02583BL01-6
AADACL3	126767	0	0	0	0	0	no	BK02583BL01-6
AADACL4	343066	3	0.0238	0.0376	0.0831	0.2	no	BK02583BL01-6
AADAT	51166	252	1.1247	3.1548	3.9172	0.45	yes	BK02583BL01-6
PRXL2C	195827	786	5.9529	9.8401	20.733	0.69	yes	BK02583BL01-6
AAGAB	79719	3916	13.9713	49.0252	48.66	0.84	yes	BK02583BL01-6
AAK1	22848	4719	2.7088	59.0781	9.4342	0.56	yes	BK02583BL01-6
AAMDC	28971	163	3.3618	2.0406	11.7088	0.59	yes	BK02583BL01-6
AAMP	14	3314	23.1006	41.4886	80.4561	0.9	yes	BK02583BL01-6
AANAT	15	4	0.0239	0.0501	0.0833	0.2	no	BK02583BL01-6
AAR2	25980	1116	4.69	13.9714	16.3345	0.65	yes	BK02583BL01-6
AARD	441376	0	0	0	0	0	no	BK02583BL01-6
AARS	16	10244	37.0334	128.2467	128.9823	0.94	yes	BK02583BL01-6
AARS2	57505	2231	5.8031	27.9303	20.2114	0.69	yes	BK02583BL01-6
AARSD1	80755	4	0.0367	0.0501	0.1279	0.22	no	BK02583BL01-6
AASDH	132949	1676	4.9312	20.9822	17.1746	0.66	yes	BK02583BL01-6
AASDHPPT	60496	1405	6.148	17.5895	21.4127	0.7	yes	BK02583BL01-6
AASS	10157	694	1.3842	8.6883	4.8208	0.48	yes	BK02583BL01-6
AATF	26574	4233	24.7519	52.9938	86.2074	0.91	yes	BK02583BL01-6
AATK	9625	697	0.886	8.7259	3.0857	0.43	yes	BK02583BL01-6
PVALEF	388428	0	0	0	0	0	no	BK02583BL01-6
ABAT	18	375	0.7817	4.6947	2.7224	0.42	yes	BK02583BL01-6
ABCA1	19	15623	17.4975	195.5875	60.9415	0.87	yes	BK02583BL01-6
ABCA10	10349	311	0.5923	3.8935	2.063	0.39	yes	BK02583BL01-6
ABCA11P	79963	441	1.4567	5.521	5.0736	0.48	yes	BK02583BL01-6
ABCA12	26154	670	0.8952	8.3879	3.1178	0.43	yes	BK02583BL01-6
ABCA13	154664	6581	4.6605	82.3889	16.232	0.65	yes	BK02583BL01-6
ABCA2	20	10300	15.4244	128.9478	53.721	0.85	yes	BK02583BL01-6
ABCA3	21	2527	4.7602	31.636	16.579	0.65	yes	BK02583BL01-6
ABCA4	24	26	0.0444	0.3255	0.1547	0.23	no	BK02583BL01-6
ABCA5	23461	2743	3.6136	34.3402	12.5857	0.61	yes	BK02583BL01-6
ABCA6	23460	891	2.1062	11.1546	7.3357	0.53	yes	BK02583BL01-6
ABCA7	10347	4473	8.2121	55.9984	28.6017	0.75	yes	BK02583BL01-6
ABCA8	10351	312	0.6027	3.906	2.0991	0.39	yes	BK02583BL01-6
ABCA9	10350	407	0.7206	5.0953	2.5097	0.41	yes	BK02583BL01-6
ABCB1	5243	942	2.5007	11.7931	8.7094	0.55	yes	BK02583BL01-6
ABCB10	23456	1226	3.9794	15.3485	13.8597	0.62	yes	BK02583BL01-6
ABCB11	8647	337	0.5968	4.219	2.0787	0.39	yes	BK02583BL01-6
ABCB4	5244	320	1.0045	4.0061	3.4987	0.44	yes	BK02583BL01-6
ABCB5	340273	3	0.0048	0.0376	0.0168	0.16	no	BK02583BL01-6
ABCB6	10058	1072	4.2632	13.4206	14.8482	0.63	yes	BK02583BL01-6
