Gene Symbol	NCBI Gene ID	RNA-Seq Raw Counts	FPKM	CPM	TPM	Percentile Rank	Is Expressed	sample
A1BG	1	20870	145.4167	269.4571	544.3598	0.99	yes	BK02594BL01-9
A1BG-AS1	503538	45	0.2728	0.581	1.0211	0.3	no	BK02594BL01-9
A1CF	29974	9394	12.7283	121.288	47.6477	0.81	yes	BK02594BL01-9
A2M	2	53680	148.9521	693.074	557.5945	0.99	yes	BK02594BL01-9
A2M-AS1	144571	62	0.366	0.8005	1.3702	0.32	no	BK02594BL01-9
A2ML1	144568	9	0.0213	0.1162	0.0798	0.18	no	BK02594BL01-9
A3GALT2	127550	29	0.366	0.3744	1.3701	0.32	no	BK02594BL01-9
A4GALT	53947	2258	9.5837	29.1535	35.876	0.76	yes	BK02594BL01-9
A4GNT	51146	7	0.051	0.0904	0.191	0.21	no	BK02594BL01-9
AAAS	8086	1691	11.8851	21.8329	44.4911	0.8	yes	BK02594BL01-9
AACS	65985	1108	4.2973	14.3056	16.0866	0.59	yes	BK02594BL01-9
AADAC	13	7814	59.4159	100.8882	222.4205	0.97	yes	BK02594BL01-9
AADACL2	344752	0	0	0	0	0	no	BK02594BL01-9
AADACL3	126767	2	0.0064	0.0258	0.0239	0.14	no	BK02594BL01-9
AADACL4	343066	2	0.0164	0.0258	0.0614	0.17	no	BK02594BL01-9
AADAT	51166	1237	5.6938	15.9712	21.3145	0.65	yes	BK02594BL01-9
PRXL2C	195827	897	7.0063	11.5814	26.2276	0.69	yes	BK02594BL01-9
AAGAB	79719	1557	5.7289	20.1028	21.4459	0.65	yes	BK02594BL01-9
AAK1	22848	5892	3.488	76.0729	13.0571	0.56	yes	BK02594BL01-9
AAMDC	28971	273	5.8069	3.5248	21.7377	0.65	yes	BK02594BL01-9
AAMP	14	2556	18.3748	33.0011	68.785	0.88	yes	BK02594BL01-9
AANAT	15	0	0	0	0	0	no	BK02594BL01-9
AAR2	25980	924	4.0047	11.93	14.9913	0.58	yes	BK02594BL01-9
AARD	441376	2	0.0145	0.0258	0.0541	0.16	no	BK02594BL01-9
AARS	16	5853	21.8219	75.5693	81.6893	0.9	yes	BK02594BL01-9
AARS2	57505	1747	4.6865	22.5559	17.5435	0.61	yes	BK02594BL01-9
AARSD1	80755	7	0.0663	0.0904	0.248	0.22	no	BK02594BL01-9
AASDH	132949	2531	7.68	32.6783	28.7496	0.71	yes	BK02594BL01-9
AASDHPPT	60496	1031	4.6527	13.3115	17.4173	0.61	yes	BK02594BL01-9
AASS	10157	3856	7.9314	49.7856	29.6909	0.72	yes	BK02594BL01-9
AATF	26574	2100	12.664	27.1136	47.4069	0.81	yes	BK02594BL01-9
AATK	9625	606	0.7944	7.8242	2.9739	0.38	yes	BK02594BL01-9
PVALEF	388428	0	0	0	0	0	no	BK02594BL01-9
ABAT	18	6059	13.0252	78.2291	48.759	0.82	yes	BK02594BL01-9
ABCA1	19	22858	26.4023	295.1246	98.8355	0.92	yes	BK02594BL01-9
ABCA10	10349	4160	8.1714	53.7107	30.5892	0.72	yes	BK02594BL01-9
ABCA11P	79963	326	1.1106	4.2091	4.1574	0.41	yes	BK02594BL01-9
ABCA12	26154	206	0.2839	2.6597	1.0626	0.3	no	BK02594BL01-9
ABCA13	154664	629	0.4594	8.1212	1.7197	0.34	no	BK02594BL01-9
ABCA2	20	12085	18.6641	156.032	69.8682	0.88	yes	BK02594BL01-9
ABCA3	21	687	1.3346	8.87	4.9961	0.43	yes	BK02594BL01-9
ABCA4	24	116	0.2044	1.4977	0.7653	0.29	no	BK02594BL01-9
ABCA5	23461	13274	18.0347	171.3835	67.5119	0.87	yes	BK02594BL01-9
ABCA6	23460	17388	42.3905	224.5002	158.6867	0.96	yes	BK02594BL01-9
ABCA7	10347	2520	4.7714	32.5363	17.8615	0.61	yes	BK02594BL01-9
ABCA8	10351	13216	26.3284	170.6346	98.5592	0.92	yes	BK02594BL01-9
ABCA9	10350	6668	12.1754	86.092	45.5778	0.81	yes	BK02594BL01-9
ABCB1	5243	4788	13.1083	61.8189	49.0704	0.82	yes	BK02594BL01-9
ABCB10	23456	1545	5.1719	19.9478	19.3606	0.63	yes	BK02594BL01-9
ABCB11	8647	9220	16.8399	119.0414	63.0394	0.86	yes	BK02594BL01-9
ABCB4	5244	28163	91.1782	363.6186	341.3208	0.98	yes	BK02594BL01-9
ABCB5	340273	21	0.0349	0.2711	0.1307	0.2	no	BK02594BL01-9
ABCB6	10058	1594	6.5376	20.5805	24.4733	0.68	yes	BK02594BL01-9
ABCB7	22	3193	16.3076	41.2255	61.0465	0.86	yes	BK02594BL01-9
ABCB8	11194	1819	4.6113	23.4855	17.2623	0.61	yes	BK02594BL01-9
ABCB9	23457	874	2.8868	11.2844	10.8065	0.53	yes	BK02594BL01-9
ABCC1	4363	7934	15.535	102.4376	58.1544	0.85	yes	BK02594BL01-9
