Gene Symbol	NCBI Gene ID	RNA-Seq Raw Counts	FPKM	CPM	TPM	Percentile Rank	Is Expressed	sample
A1BG	1	137	0.9925	1.839	3.8868	0.38	yes	BK02565TS11
A1BG-AS1	503538	315	1.9852	4.2285	7.7746	0.46	yes	BK02565TS11
A1CF	29974	303	0.4268	4.0674	1.6716	0.31	no	BK02565TS11
A2M	2	31251	90.1579	419.5045	353.0861	0.99	yes	BK02565TS11
A2M-AS1	144571	211	1.2951	2.8324	5.072	0.41	yes	BK02565TS11
A2ML1	144568	3	0.0074	0.0403	0.0289	0.13	no	BK02565TS11
A3GALT2	127550	30	0.3937	0.4027	1.5417	0.31	no	BK02565TS11
A4GALT	53947	996	4.3951	13.37	17.2127	0.59	yes	BK02565TS11
A4GNT	51146	2491	18.8811	33.4385	73.9443	0.88	yes	BK02565TS11
AAAS	8086	1775	12.9707	23.8271	50.7971	0.82	yes	BK02565TS11
AACS	65985	2362	9.5244	31.7068	37.3006	0.75	yes	BK02565TS11
AADAC	13	920	7.2732	12.3498	28.4839	0.69	yes	BK02565TS11
AADACL2	344752	17	0.0761	0.2282	0.2979	0.21	no	BK02565TS11
AADACL3	126767	0	0	0	0	0	no	BK02565TS11
AADACL4	343066	7	0.0597	0.094	0.2337	0.2	no	BK02565TS11
AADAT	51166	729	3.4887	9.7859	13.6629	0.55	yes	BK02565TS11
PRXL2C	195827	803	6.521	10.7792	25.5383	0.67	yes	BK02565TS11
AAGAB	79719	1699	6.4995	22.8069	25.4542	0.67	yes	BK02565TS11
AAK1	22848	7710	4.7454	103.4968	18.5844	0.6	yes	BK02565TS11
AAMDC	28971	399	8.8238	5.3561	34.5568	0.73	yes	BK02565TS11
AAMP	14	3061	22.8786	41.09	89.5997	0.91	yes	BK02565TS11
AANAT	15	3	0.0192	0.0403	0.0754	0.15	no	BK02565TS11
AAR2	25980	969	4.3664	13.0076	17.1003	0.59	yes	BK02565TS11
AARD	441376	6	0.0451	0.0805	0.1766	0.19	no	BK02565TS11
AARS	16	5220	20.2344	70.0718	79.2443	0.89	yes	BK02565TS11
AARS2	57505	2628	7.3296	35.2775	28.7051	0.69	yes	BK02565TS11
AARSD1	80755	3	0.0295	0.0403	0.1156	0.17	no	BK02565TS11
AASDH	132949	2236	7.0542	30.0154	27.6263	0.68	yes	BK02565TS11
AASDHPPT	60496	937	4.3964	12.578	17.2176	0.59	yes	BK02565TS11
AASS	10157	3523	7.5341	47.2917	29.506	0.7	yes	BK02565TS11
AATF	26574	2897	18.1637	38.8885	71.1347	0.88	yes	BK02565TS11
AATK	9625	2511	3.4224	33.7069	13.4031	0.54	yes	BK02565TS11
PVALEF	388428	0	0	0	0	0	no	BK02565TS11
ABAT	18	876	1.9579	11.7592	7.6678	0.46	yes	BK02565TS11
ABCA1	19	15395	18.4879	206.6581	72.4045	0.88	yes	BK02565TS11
ABCA10	10349	6190	12.6415	83.0928	49.5082	0.81	yes	BK02565TS11
ABCA11P	79963	840	2.9752	11.2759	11.6517	0.52	yes	BK02565TS11
ABCA12	26154	505	0.7235	6.779	2.8334	0.35	yes	BK02565TS11
ABCA13	154664	3318	2.5195	44.5399	9.8672	0.49	yes	BK02565TS11
ABCA2	20	9758	15.6685	130.9886	61.3627	0.85	yes	BK02565TS11
ABCA3	21	1602	3.2357	21.5048	12.6722	0.53	yes	BK02565TS11
ABCA4	24	31	0.0568	0.4161	0.2225	0.2	no	BK02565TS11
ABCA5	23461	7256	10.2497	97.4025	40.1408	0.77	yes	BK02565TS11
ABCA6	23460	9731	24.6651	130.6262	96.596	0.92	yes	BK02565TS11
ABCA7	10347	5870	11.5555	78.7972	45.2551	0.79	yes	BK02565TS11
ABCA8	10351	12681	26.2654	170.2261	102.8635	0.92	yes	BK02565TS11
ABCA9	10350	7408	14.0635	99.4429	55.077	0.83	yes	BK02565TS11
ABCB1	5243	1438	4.0932	19.3033	16.03	0.58	yes	BK02565TS11
ABCB10	23456	1897	6.6022	25.4648	25.8564	0.67	yes	BK02565TS11
ABCB11	8647	33	0.0627	0.443	0.2454	0.2	no	BK02565TS11
ABCB4	5244	452	1.5214	6.0675	5.9584	0.43	yes	BK02565TS11
ABCB5	340273	36	0.0622	0.4833	0.2438	0.2	no	BK02565TS11
ABCB6	10058	1024	4.3665	13.7459	17.1007	0.59	yes	BK02565TS11
ABCB7	22	2924	15.5265	39.2509	60.8065	0.85	yes	BK02565TS11
ABCB8	11194	2725	7.1823	36.5796	28.1282	0.69	yes	BK02565TS11
ABCB9	23457	336	1.1538	4.5104	4.5188	0.4	yes	BK02565TS11
ABCC1	4363	9518	19.3762	127.7669	75.8834	0.89	yes	BK02565TS11
ABCC10	89845	5279	11.7714	70.8638	46.1004	0.79	yes	BK02565TS11
ABCC11	85320	98	0.2564	1.3155	1.0041	0.28	no	BK02565TS11
ABCC12	94160	4	0.0103	0.0537	0.0404	0.14	no	BK02565TS11
ABCC13	150000	8	0.0364	0.1074	0.1424	0.18	no	BK02565TS11
ABCC2	1244	234	0.6211	3.1411	2.4326	0.34	yes	BK02565TS11
ABCC3	8714	36832	93.5697	494.4222	366.4479	0.99	yes	BK02565TS11
ABCC4	10257	2601	5.4343	34.9151	21.2822	0.63	yes	BK02565TS11
ABCC5	10057	5673	9.5406	76.1527	37.3638	0.75	yes	BK02565TS11
ABCC6	368	930	1.9614	12.4841	7.6813	0.46	yes	BK02565TS11
ABCC6P1	653190	133	0.6545	1.7854	2.563	0.34	yes	BK02565TS11
ABCC6P2	730013	37	0.7035	0.4967	2.7552	0.35	yes	BK02565TS11
ABCC8	6833	48	0.1294	0.6443	0.5066	0.24	no	BK02565TS11
ABCC9	10060	3086	4.3278	41.4256	16.949	0.59	yes	BK02565TS11
ABCD1	215	2056	3.7663	27.5992	14.7498	0.56	yes	BK02565TS11
ABCD2	225	688	1.7292	9.2355	6.772	0.44	yes	BK02565TS11
ABCD3	5825	4939	16.7593	66.2997	65.6346	0.86	yes	BK02565TS11
ABCD4	5826	4090	12.9366	54.903	50.6638	0.81	yes	BK02565TS11
ABCE1	6059	5660	18.1159	75.9782	70.9476	0.88	yes	BK02565TS11
ABCF1	23	3415	1.9677	45.842	7.7062	0.46	yes	BK02565TS11
ABCF2	10061	2298	6.0003	30.8477	23.4992	0.65	yes	BK02565TS11
ABCF3	55324	3017	15.5468	40.4993	60.886	0.85	yes	BK02565TS11
ABCG1	9619	3639	4.5126	48.8489	17.6727	0.59	yes	BK02565TS11
ABCG2	9429	344	0.9445	4.6178	3.699	0.38	yes	BK02565TS11
ABCG4	64137	28	0.0955	0.3759	0.374	0.22	no	BK02565TS11
ABCG5	64240	30	0.1341	0.4027	0.5254	0.24	no	BK02565TS11
ABCG8	64241	52	0.2321	0.698	0.9091	0.27	no	BK02565TS11
ABHD1	84696	39	0.3502	0.5235	1.3714	0.3	no	BK02565TS11
ABHD10	55347	610	2.9182	8.1885	11.4286	0.52	yes	BK02565TS11
ABHD11	83451	643	2.6219	8.6314	10.2684	0.5	yes	BK02565TS11
ABHD12	26090	2033	9.5188	27.2904	37.2786	0.75	yes	BK02565TS11
ABHD12B	145447	36	0.1205	0.4833	0.472	0.23	no	BK02565TS11
ABHD13	84945	1056	2.6736	14.1754	10.4707	0.5	yes	BK02565TS11
ABHD14A	25864	408	4.118	5.4769	16.1272	0.58	yes	BK02565TS11
ABHD14A-ACY1	100526760	0	0	0	0	0	no	BK02565TS11
ABHD14B	84836	1404	7.7336	18.8469	30.2874	0.7	yes	BK02565TS11
