Gene Symbol	NCBI Gene ID	RNA-Seq Raw Counts	FPKM	CPM	TPM	Percentile Rank	Is Expressed	sample
A1BG	1	21526	148.0056	274.2544	501.0615	0.99	yes	BK01185BL01-4
A1BG-AS1	503538	838	5.0125	10.6766	16.9694	0.63	yes	BK01185BL01-4
A1CF	29974	5163	6.9031	65.7798	23.37	0.7	yes	BK01185BL01-4
A2M	2	53518	146.5403	681.852	496.1008	0.99	yes	BK01185BL01-4
A2M-AS1	144571	24	0.1398	0.3058	0.4733	0.26	no	BK01185BL01-4
A2ML1	144568	1	0.0023	0.0127	0.0079	0.13	no	BK01185BL01-4
A3GALT2	127550	78	0.9714	0.9938	3.2887	0.41	yes	BK01185BL01-4
A4GALT	53947	1738	7.2792	22.1432	24.643	0.71	yes	BK01185BL01-4
A4GNT	51146	1	0.0072	0.0127	0.0244	0.14	no	BK01185BL01-4
AAAS	8086	2705	18.7607	34.4634	63.5128	0.87	yes	BK01185BL01-4
AACS	65985	1200	4.5926	15.2887	15.5479	0.62	yes	BK01185BL01-4
AADAC	13	4213	31.6114	53.6762	107.018	0.93	yes	BK01185BL01-4
AADACL2	344752	1	0.0042	0.0127	0.0144	0.13	no	BK01185BL01-4
AADACL3	126767	0	0	0	0	0	no	BK01185BL01-4
AADACL4	343066	0	0	0	0	0	no	BK01185BL01-4
AADAT	51166	2418	10.9828	30.8068	37.1815	0.79	yes	BK01185BL01-4
PRXL2C	195827	1667	12.8485	21.2386	43.4977	0.82	yes	BK01185BL01-4
AAGAB	79719	1686	6.1216	21.4807	20.7242	0.67	yes	BK01185BL01-4
AAK1	22848	6010	3.5108	76.5711	11.8856	0.57	yes	BK01185BL01-4
AAMDC	28971	457	9.5922	5.8225	32.4736	0.76	yes	BK01185BL01-4
AAMP	14	2954	20.9553	37.6358	70.9426	0.89	yes	BK01185BL01-4
AANAT	15	3	0.0183	0.0382	0.0618	0.17	no	BK01185BL01-4
AAR2	25980	807	3.4514	10.2817	11.6844	0.57	yes	BK01185BL01-4
AARD	441376	18	0.1284	0.2293	0.4347	0.25	no	BK01185BL01-4
AARS	16	16647	61.2454	212.093	207.3417	0.97	yes	BK01185BL01-4
AARS2	57505	2766	7.3219	35.2405	24.7879	0.71	yes	BK01185BL01-4
AARSD1	80755	14	0.1308	0.1784	0.4427	0.25	no	BK01185BL01-4
AASDH	132949	1443	4.3207	18.3847	14.6275	0.6	yes	BK01185BL01-4
AASDHPPT	60496	1360	6.0564	17.3272	20.5033	0.67	yes	BK01185BL01-4
AASS	10157	2710	5.5006	34.5271	18.6217	0.65	yes	BK01185BL01-4
AATF	26574	3087	18.37	39.3303	62.1904	0.87	yes	BK01185BL01-4
AATK	9625	303	0.392	3.8604	1.3269	0.33	no	BK01185BL01-4
PVALEF	388428	1	0.0081	0.0127	0.0274	0.14	no	BK01185BL01-4
ABAT	18	3372	7.1531	42.9613	24.2162	0.7	yes	BK01185BL01-4
ABCA1	19	17888	20.3886	227.9041	69.0241	0.88	yes	BK01185BL01-4
ABCA10	10349	2129	4.1267	27.1248	13.9706	0.6	yes	BK01185BL01-4
ABCA11P	79963	330	1.1093	4.2044	3.7556	0.42	yes	BK01185BL01-4
ABCA12	26154	17	0.0231	0.2166	0.0783	0.18	no	BK01185BL01-4
ABCA13	154664	89	0.0641	1.1339	0.2172	0.22	no	BK01185BL01-4
ABCA2	20	12283	18.7192	156.4929	63.3726	0.87	yes	BK01185BL01-4
ABCA3	21	8575	16.4386	109.2507	55.6515	0.86	yes	BK01185BL01-4
ABCA4	24	122	0.2122	1.5544	0.7183	0.29	no	BK01185BL01-4
ABCA5	23461	2715	3.64	34.5908	12.3229	0.58	yes	BK01185BL01-4
ABCA6	23460	7415	17.8383	94.4716	60.3902	0.87	yes	BK01185BL01-4
ABCA7	10347	6103	11.4028	77.756	38.6034	0.79	yes	BK01185BL01-4
ABCA8	10351	6392	12.5657	81.438	42.54	0.81	yes	BK01185BL01-4
ABCA9	10350	4402	7.9316	56.0842	26.8517	0.72	yes	BK01185BL01-4
ABCB1	5243	1632	4.409	20.7927	14.9262	0.61	yes	BK01185BL01-4
ABCB10	23456	1819	6.0086	23.1752	20.3416	0.67	yes	BK01185BL01-4
ABCB11	8647	6270	11.3006	79.8836	38.2572	0.79	yes	BK01185BL01-4
ABCB4	5244	10180	32.5224	129.6994	110.1021	0.93	yes	BK01185BL01-4
ABCB5	340273	3	0.0049	0.0382	0.0167	0.13	no	BK01185BL01-4
ABCB6	10058	2258	9.1386	28.7683	30.938	0.75	yes	BK01185BL01-4
ABCB7	22	2460	12.3979	31.3419	41.9721	0.81	yes	BK01185BL01-4
ABCB8	11194	2778	6.9494	35.3934	23.5267	0.7	yes	BK01185BL01-4
ABCB9	23457	469	1.5286	5.9753	5.175	0.45	yes	BK01185BL01-4
ABCC1	4363	9344	18.054	119.0483	61.1205	0.87	yes	BK01185BL01-4
ABCC10	89845	5967	12.6284	76.0232	42.7526	0.81	yes	BK01185BL01-4
ABCC11	85320	108	0.2682	1.376	0.9079	0.3	no	BK01185BL01-4
ABCC12	94160	8	0.0196	0.1019	0.0663	0.17	no	BK01185BL01-4
ABCC13	150000	0	0	0	0	0	no	BK01185BL01-4
ABCC2	1244	6550	16.5021	83.451	55.8665	0.86	yes	BK01185BL01-4
ABCC3	8714	10145	24.4613	129.2535	82.8118	0.91	yes	BK01185BL01-4
ABCC4	10257	3003	5.9549	38.2601	20.1598	0.66	yes	BK01185BL01-4
ABCC5	10057	5761	9.1955	73.3987	31.1307	0.75	yes	BK01185BL01-4
ABCC6	368	5768	11.5456	73.4878	39.0868	0.8	yes	BK01185BL01-4
ABCC6P1	653190	625	2.9189	7.9629	9.8819	0.54	yes	BK01185BL01-4
ABCC6P2	730013	30	0.5414	0.3822	1.8328	0.36	no	BK01185BL01-4
ABCC8	6833	177	0.4527	2.2551	1.5327	0.34	no	BK01185BL01-4
ABCC9	10060	2458	3.2717	31.3164	11.076	0.56	yes	BK01185BL01-4
ABCD1	215	2173	3.778	27.6853	12.7902	0.58	yes	BK01185BL01-4
ABCD2	225	43	0.1026	0.5478	0.3473	0.24	no	BK01185BL01-4
ABCD3	5825	6548	21.0884	83.4255	71.393	0.89	yes	BK01185BL01-4
ABCD4	5826	2748	8.2496	35.0112	27.9283	0.73	yes	BK01185BL01-4
ABCE1	6059	8033	24.4028	102.3453	82.6138	0.91	yes	BK01185BL01-4
ABCF1	23	5121	2.8006	65.2447	9.4811	0.53	yes	BK01185BL01-4
ABCF2	10061	3725	9.2314	47.4588	31.2523	0.75	yes	BK01185BL01-4
ABCF3	55324	3311	16.1935	42.1842	54.822	0.85	yes	BK01185BL01-4
ABCG1	9619	898	1.0569	11.4411	3.5781	0.42	yes	BK01185BL01-4
ABCG2	9429	1203	3.135	15.327	10.6133	0.55	yes	BK01185BL01-4
ABCG4	64137	183	0.5924	2.3315	2.0054	0.36	yes	BK01185BL01-4
ABCG5	64240	3029	12.8552	38.5913	43.5203	0.82	yes	BK01185BL01-4
ABCG8	64241	3255	13.7914	41.4707	46.6897	0.83	yes	BK01185BL01-4
ABHD1	84696	92	0.784	1.1721	2.6543	0.39	yes	BK01185BL01-4
ABHD10	55347	928	4.2136	11.8233	14.2647	0.6	yes	BK01185BL01-4
ABHD11	83451	1087	4.2069	13.849	14.2421	0.6	yes	BK01185BL01-4
ABHD12	26090	2705	12.0207	34.4634	40.6952	0.8	yes	BK01185BL01-4
ABHD12B	145447	1	0.0032	0.0127	0.0108	0.13	no	BK01185BL01-4
ABHD13	84945	556	1.3361	7.0838	4.5231	0.44	yes	BK01185BL01-4
ABHD14A	25864	354	3.3911	4.5102	11.4803	0.56	yes	BK01185BL01-4
ABHD14A-ACY1	100526760	0	0	0	0	0	no	BK01185BL01-4
ABHD14B	84836	2334	12.2021	29.7366	41.3094	0.81	yes	BK01185BL01-4
ABHD15	116236	645	2.4421	8.2177	8.2676	0.51	yes	BK01185BL01-4
ABHD16A	7920	1394	1.0264	17.7604	3.4747	0.41	yes	BK01185BL01-4
ABHD16B	140701	15	0.1076	0.1911	0.3643	0.24	no	BK01185BL01-4
ABHD17A	81926	2511	18.6432	31.9917	63.115	0.87	yes	BK01185BL01-4
ABHD17B	51104	406	1.5867	5.1727	5.3717	0.46	yes	BK01185BL01-4
ABHD17C	58489	518	2.7765	6.5996	9.3995	0.53	yes	BK01185BL01-4
ABHD2	11057	9707	13.4559	123.6731	45.5539	0.82	yes	BK01185BL01-4
ABHD3	171586	1469	7.4744	18.716	25.3041	0.71	yes	BK01185BL01-4
ABHD4	63874	458	2.1596	5.8352	7.3111	0.5	yes	BK01185BL01-4
ABHD5	51099	921	2.1921	11.7341	7.4211	0.5	yes	BK01185BL01-4
ABHD6	57406	1342	6.8694	17.0979	23.2558	0.69	yes	BK01185BL01-4
ABHD8	79575	770	4.6939	9.8103	15.8909	0.62	yes	BK01185BL01-4
ABI1	10006	4044	13.6449	51.523	46.1936	0.83	yes	BK01185BL01-4
ABI2	10152	3233	5.676	41.1904	19.2155	0.65	yes	BK01185BL01-4
ABI3	51225	963	5.7602	12.2692	19.5007	0.66	yes	BK01185BL01-4
ABI3BP	25890	790	1.3294	10.0651	4.5007	0.44	yes	BK01185BL01-4
ABL1	25	62571	114.457	797.1928	387.4852	0.98	yes	BK01185BL01-4
ABL2	27	8057	8.1154	102.6511	27.4739	0.73	yes	BK01185BL01-4
ABLIM1	3983	1797	2.3477	22.8949	7.948	0.51	yes	BK01185BL01-4
ABLIM2	84448	353	0.8446	4.4974	2.8593	0.4	yes	BK01185BL01-4
ABLIM3	22885	5306	14.7441	67.6017	49.915	0.84	yes	BK01185BL01-4
ABO	28	1739	6.3813	22.1559	21.6034	0.68	yes	BK01185BL01-4
ABR	29	13105	25.4871	166.9657	86.2845	0.91	yes	BK01185BL01-4
ABRA	137735	0	0	0	0	0	no	BK01185BL01-4
ABRACL	58527	822	12.3938	10.4728	41.9583	0.81	yes	BK01185BL01-4
ABT1	29777	876	2.4648	11.1608	8.3445	0.52	yes	BK01185BL01-4
ABTB1	80325	1692	10.6613	21.5571	36.0929	0.78	yes	BK01185BL01-4
ABTB2	25841	2537	6.5925	32.3229	22.3183	0.69	yes	BK01185BL01-4
ACAA1	30	5671	36.3624	72.252	123.1019	0.94	yes	BK01185BL01-4
ACAA2	10449	6828	43.737	86.9929	148.0682	0.95	yes	BK01185BL01-4
ACACA	31	11867	13.2	151.1928	44.6876	0.82	yes	BK01185BL01-4
ACACB	32	12199	16.1512	155.4227	54.6785	0.85	yes	BK01185BL01-4
ACAD10	80724	3223	9.209	41.063	31.1764	0.75	yes	BK01185BL01-4
ACAD11	84129	133	0.4542	1.6945	1.5376	0.34	no	BK01185BL01-4
ACAD8	27034	1625	5.4931	20.7035	18.5965	0.65	yes	BK01185BL01-4
ACAD9	28976	4071	18.8539	51.867	63.8284	0.87	yes	BK01185BL01-4
ACADL	33	549	2.1043	6.9946	7.1238	0.49	yes	BK01185BL01-4
ACADM	34	3097	15.0659	39.4577	51.0045	0.84	yes	BK01185BL01-4
ACADS	35	1575	9.6288	20.0665	32.5976	0.76	yes	BK01185BL01-4
ACADSB	36	5886	12.6227	74.9912	42.733	0.81	yes	BK01185BL01-4
ACADVL	37	32053	138.6201	408.3748	469.2876	0.99	yes	BK01185BL01-4
ACAN	176	286	0.4122	3.6438	1.3955	0.34	no	BK01185BL01-4
ACAP1	9744	360	1.8259	4.5866	6.1814	0.48	yes	BK01185BL01-4
ACAP2	23527	4678	8.1925	59.6006	27.7351	0.73	yes	BK01185BL01-4
ACAP3	116983	3214	10.2602	40.9483	34.735	0.77	yes	BK01185BL01-4
ACAT1	38	8646	51.5226	110.1553	174.4258	0.96	yes	BK01185BL01-4
ACAT2	39	1560	10.7609	19.8754	36.4301	0.78	yes	BK01185BL01-4
ACBD3	64746	4046	14.4596	51.5485	48.9519	0.84	yes	BK01185BL01-4
ACBD4	79777	1460	6.7298	18.6013	22.7834	0.69	yes	BK01185BL01-4
ACBD5	91452	3117	9.3331	39.7125	31.5966	0.75	yes	BK01185BL01-4
ACBD6	84320	1981	15.6183	25.2392	52.8745	0.85	yes	BK01185BL01-4
ACBD7	414149	66	0.2004	0.8409	0.6783	0.28	no	BK01185BL01-4
ACCS	84680	1747	7.1202	22.2578	24.105	0.7	yes	BK01185BL01-4
ACCSL	390110	1	0.0068	0.0127	0.0231	0.14	no	BK01185BL01-4
ACD	65057	1290	7.9552	16.4354	26.9316	0.72	yes	BK01185BL01-4
ACE	1636	1671	4.0792	21.2896	13.81	0.59	yes	BK01185BL01-4
ACE2	59272	47	0.1707	0.5988	0.578	0.27	no	BK01185BL01-4
ACER1	125981	3	0.0351	0.0382	0.1189	0.19	no	BK01185BL01-4
ACER2	340485	296	1.0671	3.7712	3.6127	0.42	yes	BK01185BL01-4
ACER3	55331	829	1.235	10.562	4.1811	0.43	yes	BK01185BL01-4
ACHE	43	372	1.5616	4.7395	5.2867	0.46	yes	BK01185BL01-4
ACIN1	22985	16678	28.0697	212.4879	95.0279	0.92	yes	BK01185BL01-4
ACKR1	2532	17	0.098	0.2166	0.3318	0.24	no	BK01185BL01-4
ACKR2	1238	312	1.1633	3.9751	3.9383	0.43	yes	BK01185BL01-4
ACKR3	57007	602	3.3773	7.6698	11.4336	0.56	yes	BK01185BL01-4
ACKR4	51554	17	0.0835	0.2166	0.2826	0.23	no	BK01185BL01-4
ACLY	47	16957	23.6422	216.0425	80.0389	0.9	yes	BK01185BL01-4
ACMSD	130013	862	6.6966	10.9824	22.6708	0.69	yes	BK01185BL01-4
SDHAF3	57001	467	2.8925	5.9499	9.7923	0.54	yes	BK01185BL01-4
ACO1	48	4761	16.4966	60.6581	55.848	0.86	yes	BK01185BL01-4
ACO2	50	10020	46.0703	127.6609	155.9676	0.95	yes	BK01185BL01-4
ACOT1	641371	420	3.1966	5.3511	10.8217	0.55	yes	BK01185BL01-4
ACOT11	26027	1607	3.9579	20.4742	13.3991	0.59	yes	BK01185BL01-4
ACOT12	134526	1802	10.4121	22.9586	35.2492	0.78	yes	BK01185BL01-4
ACOT13	55856	441	1.2784	5.6186	4.328	0.44	yes	BK01185BL01-4
ACOT2	10965	1456	8.1041	18.5503	27.4359	0.73	yes	BK01185BL01-4
ACOT4	122970	285	2.2249	3.6311	7.5323	0.5	yes	BK01185BL01-4
ACOT6	641372	3	0.0381	0.0382	0.1289	0.2	no	BK01185BL01-4
ACOT7	11332	7906	31.0025	100.7273	104.9567	0.93	yes	BK01185BL01-4
ACOT8	10005	721	3.3698	9.186	11.4081	0.56	yes	BK01185BL01-4
ACOT9	23597	3288	13.9917	41.8911	47.3678	0.83	yes	BK01185BL01-4
ACOX1	51	7831	12.5974	99.7717	42.6477	0.81	yes	BK01185BL01-4
ACOX2	8309	3987	20.8354	50.7968	70.5368	0.89	yes	BK01185BL01-4
ACOX3	8310	866	3.6704	11.0334	12.426	0.58	yes	BK01185BL01-4
ACOXL	55289	41	0.2201	0.5224	0.7452	0.29	no	BK01185BL01-4
ACP1	52	1480	10.0139	18.8561	33.9012	0.77	yes	BK01185BL01-4
ACP2	53	2213	10.9538	28.195	37.0831	0.79	yes	BK01185BL01-4
ACP5	54	1231	7.9371	15.6837	26.8704	0.72	yes	BK01185BL01-4
ACP6	51205	469	1.585	5.9753	5.3658	0.46	yes	BK01185BL01-4
ACPP	55	28	0.0934	0.3567	0.3163	0.24	no	BK01185BL01-4
ACP4	93650	6	0.0568	0.0764	0.1921	0.21	no	BK01185BL01-4
ACR	49	86	0.7998	1.0957	2.7076	0.39	yes	BK01185BL01-4
ACRBP	84519	405	2.5646	5.1599	8.6822	0.52	yes	BK01185BL01-4
