Gene Symbol	NCBI Gene ID	RNA-Seq Raw Counts	FPKM	CPM	TPM	Percentile Rank	Is Expressed	sample
A1BG	1	2649	18.5302	34.3364	71.7399	0.89	yes	BK00496TS11
A1BG-AS1	503538	93	0.5659	1.2055	2.1911	0.38	yes	BK00496TS11
A1CF	29974	865	1.1766	11.2122	4.5554	0.45	yes	BK00496TS11
A2M	2	21129	58.8598	273.8748	227.8769	0.97	yes	BK00496TS11
A2M-AS1	144571	23	0.1363	0.2981	0.5278	0.27	no	BK00496TS11
A2ML1	144568	1659	3.9457	21.504	15.2758	0.62	yes	BK00496TS11
A3GALT2	127550	71	0.8996	0.9203	3.4829	0.42	yes	BK00496TS11
A4GALT	53947	8017	34.1606	103.9166	132.2535	0.94	yes	BK00496TS11
A4GNT	51146	0	0	0	0	0	no	BK00496TS11
AAAS	8086	986	6.9573	12.7806	26.9353	0.72	yes	BK00496TS11
AACS	65985	1013	3.9443	13.1305	15.2704	0.62	yes	BK00496TS11
AADAC	13	399	3.0458	5.1719	11.7921	0.57	yes	BK00496TS11
AADACL2	344752	0	0	0	0	0	no	BK00496TS11
AADACL3	126767	1	0.0032	0.013	0.0124	0.14	no	BK00496TS11
AADACL4	343066	1	0.0082	0.013	0.0319	0.16	no	BK00496TS11
AADAT	51166	499	2.3059	6.4681	8.9273	0.53	yes	BK00496TS11
PRXL2C	195827	838	6.5712	10.8622	25.4405	0.71	yes	BK00496TS11
AAGAB	79719	2557	9.4454	33.1439	36.5681	0.78	yes	BK00496TS11
AAK1	22848	5701	3.3882	73.8965	13.1175	0.59	yes	BK00496TS11
AAMDC	28971	230	4.9115	2.9813	19.0149	0.66	yes	BK00496TS11
AAMP	14	3626	26.1694	47.0003	101.3155	0.92	yes	BK00496TS11
AANAT	15	7	0.0434	0.0907	0.1678	0.22	no	BK00496TS11
AAR2	25980	854	3.7159	11.0696	14.3861	0.6	yes	BK00496TS11
AARD	441376	0	0	0	0	0	no	BK00496TS11
AARS	16	10124	37.8942	131.2276	146.7081	0.95	yes	BK00496TS11
AARS2	57505	1591	4.2848	20.6226	16.5886	0.63	yes	BK00496TS11
AARSD1	80755	0	0	0	0	0	no	BK00496TS11
AASDH	132949	839	2.5559	10.8751	9.895	0.54	yes	BK00496TS11
AASDHPPT	60496	1149	5.2057	14.8934	20.1538	0.67	yes	BK00496TS11
AASS	10157	1044	2.1559	13.5324	8.3465	0.52	yes	BK00496TS11
AATF	26574	3160	19.1313	40.96	74.067	0.89	yes	BK00496TS11
AATK	9625	477	0.6278	6.1829	2.4304	0.39	yes	BK00496TS11
PVALEF	388428	0	0	0	0	0	no	BK00496TS11
ABAT	18	929	2.0049	12.0417	7.7622	0.51	yes	BK00496TS11
ABCA1	19	12900	14.9589	167.2102	57.9135	0.86	yes	BK00496TS11
ABCA10	10349	435	0.8578	5.6385	3.3211	0.41	yes	BK00496TS11
ABCA11P	79963	173	0.5917	2.2424	2.2907	0.38	yes	BK00496TS11
ABCA12	26154	597	0.8259	7.7383	3.1973	0.41	yes	BK00496TS11
ABCA13	154664	2396	1.7568	31.057	6.8016	0.49	yes	BK00496TS11
ABCA2	20	11193	17.3545	145.084	67.1885	0.88	yes	BK00496TS11
ABCA3	21	489	0.9537	6.3384	3.6924	0.42	yes	BK00496TS11
ABCA4	24	140	0.2477	1.8147	0.959	0.31	no	BK00496TS11
ABCA5	23461	2354	3.2108	30.5126	12.4308	0.58	yes	BK00496TS11
ABCA6	23460	2010	4.9195	26.0537	19.0459	0.66	yes	BK00496TS11
ABCA7	10347	9665	18.3719	125.278	71.1272	0.88	yes	BK00496TS11
ABCA8	10351	1113	2.226	14.4267	8.618	0.52	yes	BK00496TS11
ABCA9	10350	1075	1.9706	13.9342	7.6293	0.51	yes	BK00496TS11
ABCB1	5243	861	2.3665	11.1603	9.1619	0.53	yes	BK00496TS11
ABCB10	23456	1294	4.3487	16.7729	16.836	0.63	yes	BK00496TS11
ABCB11	8647	1174	2.1527	15.2174	8.3342	0.52	yes	BK00496TS11
ABCB4	5244	1245	4.0466	16.1377	15.6664	0.62	yes	BK00496TS11
ABCB5	340273	4	0.0067	0.0518	0.0259	0.15	no	BK00496TS11
ABCB6	10058	2579	10.6191	33.4291	41.1122	0.8	yes	BK00496TS11
ABCB7	22	2368	12.1416	30.6941	47.0066	0.83	yes	BK00496TS11
ABCB8	11194	1480	3.7667	19.1838	14.5829	0.61	yes	BK00496TS11
