Gene Symbol	NCBI Gene ID	RNA-Seq Raw Counts	FPKM	CPM	TPM	Percentile Rank	Is Expressed	sample
A1BG	1	340	2.3602	4.3734	8.5662	0.52	yes	BK00517BL01_SL09
A1BG-AS1	503538	46	0.2778	0.5917	1.0082	0.33	no	BK00517BL01_SL09
A1CF	29974	972	1.3121	12.5028	4.7622	0.45	yes	BK00517BL01_SL09
A2M	2	21486	59.3966	276.3726	215.5792	0.97	yes	BK00517BL01_SL09
A2M-AS1	144571	12	0.0706	0.1544	0.2562	0.25	no	BK00517BL01_SL09
A2ML1	144568	126	0.2974	1.6207	1.0793	0.33	no	BK00517BL01_SL09
A3GALT2	127550	46	0.5784	0.5917	2.0993	0.38	yes	BK00517BL01_SL09
A4GALT	53947	2899	12.2582	37.2896	44.4911	0.81	yes	BK00517BL01_SL09
A4GNT	51146	0	0	0	0	0	no	BK00517BL01_SL09
AAAS	8086	1679	11.7566	21.5968	42.6703	0.8	yes	BK00517BL01_SL09
AACS	65985	1040	4.0185	13.3774	14.5849	0.6	yes	BK00517BL01_SL09
AADAC	13	250	1.8938	3.2157	6.8736	0.5	yes	BK00517BL01_SL09
AADACL2	344752	0	0	0	0	0	no	BK00517BL01_SL09
AADACL3	126767	0	0	0	0	0	no	BK00517BL01_SL09
AADACL4	343066	0	0	0	0	0	no	BK00517BL01_SL09
AADAT	51166	176	0.8071	2.2639	2.9293	0.41	yes	BK00517BL01_SL09
PRXL2C	195827	519	4.0386	6.6759	14.6581	0.6	yes	BK00517BL01_SL09
AAGAB	79719	2767	10.143	35.5917	36.8137	0.77	yes	BK00517BL01_SL09
AAK1	22848	6556	3.8665	84.3293	14.0335	0.6	yes	BK00517BL01_SL09
AAMDC	28971	192	4.0687	2.4697	14.7672	0.6	yes	BK00517BL01_SL09
AAMP	14	4621	33.0955	59.4395	120.1196	0.94	yes	BK00517BL01_SL09
AANAT	15	1	0.0061	0.0129	0.0223	0.16	no	BK00517BL01_SL09
AAR2	25980	1022	4.4129	13.1459	16.0164	0.62	yes	BK00517BL01_SL09
AARD	441376	0	0	0	0	0	no	BK00517BL01_SL09
AARS	16	9751	36.219	125.4263	131.4562	0.94	yes	BK00517BL01_SL09
AARS2	57505	2429	6.4916	31.244	23.5611	0.69	yes	BK00517BL01_SL09
AARSD1	80755	6	0.0566	0.0772	0.2054	0.24	no	BK00517BL01_SL09
AASDH	132949	1989	6.0128	25.5843	21.8233	0.67	yes	BK00517BL01_SL09
AASDHPPT	60496	1105	4.968	14.2135	18.0314	0.64	yes	BK00517BL01_SL09
AASS	10157	760	1.5574	9.7758	5.6526	0.47	yes	BK00517BL01_SL09
AATF	26574	3133	18.8227	40.2995	68.3169	0.87	yes	BK00517BL01_SL09
AATK	9625	169	0.2207	2.1738	0.8011	0.31	no	BK00517BL01_SL09
PVALEF	388428	0	0	0	0	0	no	BK00517BL01_SL09
ABAT	18	444	0.9509	5.7111	3.4513	0.42	yes	BK00517BL01_SL09
ABCA1	19	9654	11.1092	124.1786	40.3206	0.79	yes	BK00517BL01_SL09
ABCA10	10349	604	1.182	7.7692	4.29	0.44	yes	BK00517BL01_SL09
ABCA11P	79963	353	1.198	4.5406	4.3483	0.45	yes	BK00517BL01_SL09
ABCA12	26154	999	1.3714	12.8501	4.9775	0.46	yes	BK00517BL01_SL09
ABCA13	154664	88	0.064	1.1319	0.2324	0.24	no	BK00517BL01_SL09
ABCA2	20	10032	15.4355	129.0407	56.0229	0.84	yes	BK00517BL01_SL09
ABCA3	21	573	1.109	7.3704	4.0251	0.44	yes	BK00517BL01_SL09
ABCA4	24	55	0.0966	0.7075	0.3505	0.26	no	BK00517BL01_SL09
ABCA5	23461	2445	3.3095	31.4498	12.0116	0.57	yes	BK00517BL01_SL09
ABCA6	23460	1491	3.6213	19.1786	13.1436	0.58	yes	BK00517BL01_SL09
ABCA7	10347	7987	15.0662	102.7361	54.6824	0.84	yes	BK00517BL01_SL09
ABCA8	10351	601	1.1928	7.7306	4.3293	0.45	yes	BK00517BL01_SL09
ABCA9	10350	729	1.3261	9.3771	4.8132	0.46	yes	BK00517BL01_SL09
ABCB1	5243	488	1.331	6.2771	4.8309	0.46	yes	BK00517BL01_SL09
ABCB10	23456	1503	5.0124	19.333	18.1926	0.64	yes	BK00517BL01_SL09
ABCB11	8647	1346	2.4492	17.3135	8.8894	0.53	yes	BK00517BL01_SL09
ABCB4	5244	435	1.4031	5.5954	5.0924	0.46	yes	BK00517BL01_SL09
ABCB5	340273	8	0.0133	0.1029	0.0481	0.18	no	BK00517BL01_SL09
ABCB6	10058	923	3.7714	11.8725	13.6884	0.59	yes	BK00517BL01_SL09
ABCB7	22	2017	10.2629	25.9445	37.2489	0.77	yes	BK00517BL01_SL09
ABCB8	11194	3054	7.7132	39.2833	27.9949	0.72	yes	BK00517BL01_SL09
ABCB9	23457	1438	4.7319	18.4969	17.1742	0.63	yes	BK00517BL01_SL09
ABCC1	4363	18314	35.7251	235.5714	129.6637	0.94	yes	BK00517BL01_SL09
ABCC10	89845	4782	10.2177	61.5105	37.0849	0.77	yes	BK00517BL01_SL09
ABCC11	85320	52	0.1304	0.6689	0.4731	0.28	no	BK00517BL01_SL09
ABCC12	94160	1	0.0025	0.0129	0.009	0.15	no	BK00517BL01_SL09
ABCC13	150000	0	0	0	0	0	no	BK00517BL01_SL09
ABCC2	1244	2190	5.5705	28.1698	20.2179	0.66	yes	BK00517BL01_SL09
ABCC3	8714	24810	60.3953	319.1289	219.2039	0.97	yes	BK00517BL01_SL09
ABCC4	10257	653	1.3073	8.3995	4.7449	0.45	yes	BK00517BL01_SL09
ABCC5	10057	3334	5.3727	42.885	19.5002	0.65	yes	BK00517BL01_SL09
ABCC6	368	1101	2.225	14.1621	8.0756	0.52	yes	BK00517BL01_SL09
ABCC6P1	653190	116	0.547	1.4921	1.9852	0.38	no	BK00517BL01_SL09
ABCC6P2	730013	10	0.1822	0.1286	0.6613	0.3	no	BK00517BL01_SL09
ABCC8	6833	6	0.0155	0.0772	0.0562	0.19	no	BK00517BL01_SL09
ABCC9	10060	880	1.1825	11.3194	4.292	0.44	yes	BK00517BL01_SL09
ABCD1	215	2387	4.1899	30.7038	15.2073	0.61	yes	BK00517BL01_SL09
ABCD2	225	19	0.0458	0.2444	0.1661	0.23	no	BK00517BL01_SL09
ABCD3	5825	8412	27.3516	108.2028	99.2721	0.92	yes	BK00517BL01_SL09
ABCD4	5826	3092	9.3714	39.7721	34.0133	0.76	yes	BK00517BL01_SL09
ABCE1	6059	7292	22.3644	93.7964	81.1713	0.9	yes	BK00517BL01_SL09
ABCF1	23	5541	3.0593	71.2734	11.1038	0.56	yes	BK00517BL01_SL09
ABCF2	10061	3541	8.8597	45.5476	32.156	0.75	yes	BK00517BL01_SL09
ABCF3	55324	3686	18.2007	47.4127	66.059	0.87	yes	BK00517BL01_SL09
ABCG1	9619	2636	3.1323	33.9066	11.3685	0.56	yes	BK00517BL01_SL09
ABCG2	9429	270	0.7104	3.473	2.5783	0.4	yes	BK00517BL01_SL09
ABCG4	64137	35	0.1144	0.4502	0.4151	0.27	no	BK00517BL01_SL09
ABCG5	64240	375	1.6068	4.8236	5.8318	0.48	yes	BK00517BL01_SL09
ABCG8	64241	135	0.5775	1.7365	2.096	0.38	yes	BK00517BL01_SL09
ABHD1	84696	6	0.0516	0.0772	0.1874	0.23	no	BK00517BL01_SL09
ABHD10	55347	588	2.6954	7.5634	9.783	0.54	yes	BK00517BL01_SL09
ABHD11	83451	2254	8.8071	28.993	31.9653	0.74	yes	BK00517BL01_SL09
ABHD12	26090	2358	10.5793	30.3307	38.3973	0.78	yes	BK00517BL01_SL09
ABHD12B	145447	0	0	0	0	0	no	BK00517BL01_SL09
ABHD13	84945	767	1.8608	9.8659	6.7537	0.49	yes	BK00517BL01_SL09
ABHD14A	25864	348	3.3656	4.4763	12.2155	0.57	yes	BK00517BL01_SL09
ABHD14A-ACY1	100526760	0	0	0	0	0	no	BK00517BL01_SL09
ABHD14B	84836	1672	8.8251	21.5068	32.0306	0.75	yes	BK00517BL01_SL09
ABHD15	116236	444	1.6972	5.7111	6.16	0.48	yes	BK00517BL01_SL09
ABHD16A	7920	2426	1.8034	31.2054	6.5453	0.49	yes	BK00517BL01_SL09
ABHD16B	140701	13	0.0942	0.1672	0.3417	0.26	no	BK00517BL01_SL09
ABHD17A	81926	1209	9.0625	15.5513	32.8922	0.75	yes	BK00517BL01_SL09
ABHD17B	51104	363	1.4323	4.6692	5.1984	0.46	yes	BK00517BL01_SL09
ABHD17C	58489	4256	23.0309	54.7446	83.5905	0.9	yes	BK00517BL01_SL09
ABHD2	11057	13653	19.1075	175.6174	69.3505	0.88	yes	BK00517BL01_SL09
ABHD3	171586	1269	6.5188	16.323	23.6598	0.69	yes	BK00517BL01_SL09
ABHD4	63874	846	4.0274	10.882	14.6174	0.6	yes	BK00517BL01_SL09
ABHD5	51099	1587	3.8135	20.4134	13.8409	0.59	yes	BK00517BL01_SL09
ABHD6	57406	242	1.2506	3.1128	4.5392	0.45	yes	BK00517BL01_SL09
ABHD8	79575	445	2.7388	5.724	9.9403	0.54	yes	BK00517BL01_SL09
ABI1	10006	3976	13.5442	51.1429	49.1585	0.82	yes	BK00517BL01_SL09
ABI2	10152	2173	3.8516	27.9511	13.9793	0.59	yes	BK00517BL01_SL09
ABI3	51225	939	5.6706	12.0783	20.5812	0.66	yes	BK00517BL01_SL09
ABI3BP	25890	776	1.3184	9.9816	4.7851	0.46	yes	BK00517BL01_SL09
ABL1	25	20759	38.3376	267.0212	139.1456	0.95	yes	BK00517BL01_SL09
ABL2	27	5837	5.9357	75.0808	21.5436	0.67	yes	BK00517BL01_SL09
ABLIM1	3983	6811	8.9837	87.6093	32.6063	0.75	yes	BK00517BL01_SL09
ABLIM2	84448	341	0.8237	4.3863	2.9896	0.41	yes	BK00517BL01_SL09
ABLIM3	22885	12570	35.2643	161.6868	127.9912	0.94	yes	BK00517BL01_SL09
ABO	28	6211	23.0102	79.8916	83.5153	0.9	yes	BK00517BL01_SL09
ABR	29	19385	38.0625	249.3476	138.1473	0.95	yes	BK00517BL01_SL09
