Gene Symbol	NCBI Gene ID	RNA-Seq Raw Counts	FPKM	CPM	TPM	Percentile Rank	Is Expressed	sample
A1BG	1	1268	13.8133	25.596	61.8886	0.85	yes	BK02615BL01-2
A1BG-AS1	503538	84	0.7961	1.6956	3.5667	0.38	yes	BK02615BL01-2
A1CF	29974	1073	2.273	21.6597	10.184	0.5	yes	BK02615BL01-2
A2M	2	7800	33.8388	157.4518	151.6102	0.95	yes	BK02615BL01-2
A2M-AS1	144571	51	0.4707	1.0295	2.1091	0.34	yes	BK02615BL01-2
A2ML1	144568	609	2.2557	12.2934	10.1062	0.5	yes	BK02615BL01-2
A3GALT2	127550	4	0.0789	0.0807	0.3536	0.23	no	BK02615BL01-2
A4GALT	53947	666	4.4194	13.444	19.8008	0.62	yes	BK02615BL01-2
A4GNT	51146	0	0	0	0	0	no	BK02615BL01-2
AAAS	8086	1120	12.3073	22.6085	55.1411	0.83	yes	BK02615BL01-2
AACS	65985	1187	7.1976	23.9609	32.2481	0.72	yes	BK02615BL01-2
AADAC	13	1012	12.0308	20.4284	53.9026	0.83	yes	BK02615BL01-2
AADACL2	344752	0	0	0	0	0	no	BK02615BL01-2
AADACL3	126767	5	0.0249	0.1009	0.1117	0.2	no	BK02615BL01-2
AADACL4	343066	0	0	0	0	0	no	BK02615BL01-2
AADAT	51166	333	2.3964	6.722	10.7369	0.51	yes	BK02615BL01-2
PRXL2C	195827	438	5.3488	8.8415	23.9645	0.66	yes	BK02615BL01-2
AAGAB	79719	1171	6.7364	23.638	30.1815	0.71	yes	BK02615BL01-2
AAK1	22848	4451	4.1196	89.8485	18.4573	0.61	yes	BK02615BL01-2
AAMDC	28971	127	4.2235	2.5636	18.9226	0.61	yes	BK02615BL01-2
AAMP	14	1110	12.4758	22.4066	55.8963	0.83	yes	BK02615BL01-2
AANAT	15	0	0	0	0	0	no	BK02615BL01-2
AAR2	25980	416	2.8189	8.3974	12.6296	0.54	yes	BK02615BL01-2
AARD	441376	0	0	0	0	0	no	BK02615BL01-2
AARS	16	4708	27.4433	95.0363	122.9563	0.94	yes	BK02615BL01-2
AARS2	57505	3821	16.0256	77.1312	71.8006	0.87	yes	BK02615BL01-2
AARSD1	80755	0	0	0	0	0	no	BK02615BL01-2
AASDH	132949	2327	11.0395	46.9731	49.4611	0.81	yes	BK02615BL01-2
AASDHPPT	60496	322	2.2719	6.4999	10.179	0.5	yes	BK02615BL01-2
AASS	10157	3345	10.7571	67.5226	48.196	0.8	yes	BK02615BL01-2
AATF	26574	1191	11.2292	24.0417	50.3109	0.81	yes	BK02615BL01-2
AATK	9625	684	1.4019	13.8073	6.281	0.44	yes	BK02615BL01-2
PVALEF	388428	1	0.0128	0.0202	0.0574	0.18	no	BK02615BL01-2
ABAT	18	564	1.8956	11.385	8.493	0.48	yes	BK02615BL01-2
ABCA1	19	5944	10.7342	119.9864	48.093	0.8	yes	BK02615BL01-2
ABCA10	10349	984	3.0219	19.8632	13.5394	0.55	yes	BK02615BL01-2
ABCA11P	79963	380	2.0239	7.6707	9.068	0.49	yes	BK02615BL01-2
ABCA12	26154	279	0.6011	5.6319	2.693	0.36	yes	BK02615BL01-2
ABCA13	154664	728	0.8313	14.6955	3.7245	0.39	yes	BK02615BL01-2
ABCA2	20	5281	12.7516	106.603	57.1316	0.84	yes	BK02615BL01-2
ABCA3	21	493	1.4974	9.9518	6.7089	0.45	yes	BK02615BL01-2
ABCA4	24	71	0.1956	1.4332	0.8765	0.28	no	BK02615BL01-2
ABCA5	23461	3048	6.4745	61.5273	29.0082	0.7	yes	BK02615BL01-2
ABCA6	23460	2077	7.9167	41.9266	35.4695	0.74	yes	BK02615BL01-2
ABCA7	10347	3966	11.7405	80.0582	52.6016	0.82	yes	BK02615BL01-2
ABCA8	10351	1317	4.102	26.5851	18.3785	0.61	yes	BK02615BL01-2
ABCA9	10350	1256	3.5856	25.3538	16.0648	0.58	yes	BK02615BL01-2
ABCB1	5243	987	4.2247	19.9237	18.9282	0.61	yes	BK02615BL01-2
ABCB10	23456	816	4.2706	16.4719	19.1341	0.61	yes	BK02615BL01-2
ABCB11	8647	448	1.2793	9.0434	5.7317	0.43	yes	BK02615BL01-2
ABCB4	5244	1572	7.957	31.7326	35.6504	0.74	yes	BK02615BL01-2
ABCB5	340273	18	0.0468	0.3634	0.2097	0.21	no	BK02615BL01-2
ABCB6	10058	404	2.5906	8.1552	11.6068	0.52	yes	BK02615BL01-2
ABCB7	22	1518	12.1213	30.6425	54.3077	0.83	yes	BK02615BL01-2
ABCB8	11194	1092	4.3281	22.0433	19.3917	0.62	yes	BK02615BL01-2
ABCB9	23457	287	1.4821	5.7934	6.6402	0.44	yes	BK02615BL01-2
ABCC1	4363	5887	18.0218	118.8358	80.7443	0.89	yes	BK02615BL01-2
ABCC10	89845	9372	31.426	189.1844	140.8	0.95	yes	BK02615BL01-2
ABCC11	85320	41	0.1613	0.8276	0.7227	0.27	no	BK02615BL01-2
ABCC12	94160	0	0	0	0	0	no	BK02615BL01-2
ABCC13	150000	42	0.2871	0.8478	1.2863	0.3	no	BK02615BL01-2
ABCC2	1244	1216	4.8539	24.5463	21.7474	0.64	yes	BK02615BL01-2
ABCC3	8714	15318	58.5184	309.2112	262.1839	0.98	yes	BK02615BL01-2
ABCC4	10257	2605	8.1844	52.5849	36.6692	0.75	yes	BK02615BL01-2
ABCC5	10057	3019	7.6349	60.9419	34.2072	0.73	yes	BK02615BL01-2
ABCC6	368	1113	3.5298	22.4672	15.8148	0.58	yes	BK02615BL01-2
ABCC6P1	653190	151	1.1173	3.0481	5.0061	0.41	yes	BK02615BL01-2
ABCC6P2	730013	36	1.0293	0.7267	4.6117	0.41	yes	BK02615BL01-2
ABCC8	6833	86	0.3485	1.736	1.5615	0.31	no	BK02615BL01-2
ABCC9	10060	699	1.4741	14.1101	6.6045	0.44	yes	BK02615BL01-2
ABCD1	215	1304	3.5921	26.3227	16.0938	0.58	yes	BK02615BL01-2
ABCD2	225	28	0.1058	0.5652	0.4741	0.25	no	BK02615BL01-2
ABCD3	5825	3168	16.1652	63.9497	72.4262	0.88	yes	BK02615BL01-2
ABCD4	5826	2217	10.5449	44.7527	47.2451	0.8	yes	BK02615BL01-2
ABCE1	6059	2898	13.9484	58.4994	62.4938	0.85	yes	BK02615BL01-2
ABCF1	23	1648	1.4279	33.2667	6.3977	0.44	yes	BK02615BL01-2
ABCF2	10061	1144	4.4919	23.0929	20.1254	0.62	yes	BK02615BL01-2
ABCF3	55324	1939	15.0253	39.1409	67.3189	0.86	yes	BK02615BL01-2
ABCG1	9619	992	1.8499	20.0246	8.288	0.47	yes	BK02615BL01-2
ABCG2	9429	197	0.8134	3.9767	3.6443	0.38	yes	BK02615BL01-2
ABCG4	64137	12	0.0615	0.2422	0.2757	0.22	no	BK02615BL01-2
ABCG5	64240	876	5.8904	17.6831	26.3913	0.68	yes	BK02615BL01-2
ABCG8	64241	497	3.3364	10.0325	14.9482	0.57	yes	BK02615BL01-2
ABHD1	84696	9	0.1215	0.1817	0.5445	0.25	no	BK02615BL01-2
ABHD10	55347	296	2.1294	5.9751	9.5405	0.49	yes	BK02615BL01-2
ABHD11	83451	1176	7.2111	23.7389	32.3083	0.72	yes	BK02615BL01-2
ABHD12	26090	2018	14.2084	40.7356	63.6591	0.85	yes	BK02615BL01-2
ABHD12B	145447	33	0.1661	0.6661	0.7443	0.27	no	BK02615BL01-2
ABHD13	84945	730	2.7793	14.7359	12.4523	0.54	yes	BK02615BL01-2
ABHD14A	25864	77	1.1687	1.5543	5.2361	0.42	yes	BK02615BL01-2
ABHD14A-ACY1	100526760	0	0	0	0	0	no	BK02615BL01-2
ABHD14B	84836	708	5.8645	14.2918	26.2751	0.68	yes	BK02615BL01-2
ABHD15	116236	209	1.2538	4.2189	5.6173	0.43	yes	BK02615BL01-2
ABHD16A	7920	977	1.1397	19.7219	5.1064	0.42	yes	BK02615BL01-2
ABHD16B	140701	33	0.3751	0.6661	1.6805	0.32	no	BK02615BL01-2
ABHD17A	81926	878	10.3283	17.7234	46.2747	0.8	yes	BK02615BL01-2
ABHD17B	51104	430	2.6626	8.68	11.9294	0.53	yes	BK02615BL01-2
ABHD17C	58489	1148	9.7491	23.1737	43.6797	0.78	yes	BK02615BL01-2
ABHD2	11057	3887	8.537	78.4635	38.2489	0.76	yes	BK02615BL01-2
ABHD3	171586	2330	18.7834	47.0337	84.1566	0.9	yes	BK02615BL01-2
ABHD4	63874	400	2.9883	8.0745	13.3888	0.55	yes	BK02615BL01-2
ABHD5	51099	760	2.866	15.3415	12.8405	0.54	yes	BK02615BL01-2
ABHD6	57406	188	1.5247	3.795	6.8312	0.45	yes	BK02615BL01-2
ABHD8	79575	347	3.3515	7.0046	15.0159	0.57	yes	BK02615BL01-2
ABI1	10006	3480	18.6037	70.2477	83.3516	0.9	yes	BK02615BL01-2
ABI2	10152	1968	5.4742	39.7263	24.5265	0.66	yes	BK02615BL01-2
ABI3	51225	935	8.861	18.874	39.7008	0.76	yes	BK02615BL01-2
ABI3BP	25890	8357	22.2818	168.6955	99.8307	0.92	yes	BK02615BL01-2
ABL1	25	11705	33.9237	236.2787	151.9907	0.95	yes	BK02615BL01-2
ABL2	27	2032	3.2428	41.0182	14.529	0.56	yes	BK02615BL01-2
ABLIM1	3983	2349	4.8623	47.4172	21.7849	0.64	yes	BK02615BL01-2
ABLIM2	84448	168	0.6369	3.3913	2.8534	0.36	yes	BK02615BL01-2
ABLIM3	22885	4576	20.1465	92.3717	90.2638	0.91	yes	BK02615BL01-2
ABO	28	7755	45.0874	156.5434	202.0081	0.97	yes	BK02615BL01-2
ABR	29	6079	18.7317	122.7115	83.925	0.9	yes	BK02615BL01-2
ABRA	137735	1	0.0073	0.0202	0.0328	0.18	no	BK02615BL01-2
ABRACL	58527	423	10.105	8.5387	45.2742	0.79	yes	BK02615BL01-2
ABT1	29777	352	1.5692	7.1055	7.0308	0.45	yes	BK02615BL01-2
ABTB1	80325	3230	32.2459	65.2012	144.4735	0.95	yes	BK02615BL01-2
ABTB2	25841	1592	6.5544	32.1363	29.3662	0.7	yes	BK02615BL01-2
ACAA1	30	2132	21.6592	43.0368	97.0412	0.91	yes	BK02615BL01-2
ACAA2	10449	713	7.2362	14.3927	32.4206	0.72	yes	BK02615BL01-2
ACACA	31	7494	13.2072	151.2749	59.173	0.84	yes	BK02615BL01-2
ACACB	32	3802	7.9754	76.7477	35.7329	0.74	yes	BK02615BL01-2
ACAD10	80724	3315	15.0072	66.917	67.2377	0.86	yes	BK02615BL01-2
ACAD11	84129	25	0.1353	0.5047	0.606	0.26	no	BK02615BL01-2
ACAD8	27034	894	4.7881	18.0464	21.4525	0.64	yes	BK02615BL01-2
ACAD9	28976	2247	16.4879	45.3582	73.8719	0.88	yes	BK02615BL01-2
ACADL	33	96	0.583	1.9379	2.612	0.35	yes	BK02615BL01-2
ACADM	34	877	6.7595	17.7032	30.2852	0.71	yes	BK02615BL01-2
ACADS	35	493	4.7753	9.9518	21.3952	0.64	yes	BK02615BL01-2
ACADSB	36	455	1.546	9.1847	6.9266	0.45	yes	BK02615BL01-2
ACADVL	37	13207	90.495	266.5982	405.4508	0.99	yes	BK02615BL01-2
ACAN	176	106	0.2421	2.1397	1.0845	0.29	no	BK02615BL01-2
ACAP1	9744	437	3.5117	8.8213	15.7336	0.58	yes	BK02615BL01-2
ACAP2	23527	2172	6.0267	43.8443	27.0019	0.68	yes	BK02615BL01-2
ACAP3	116983	2095	10.5963	42.2899	47.4754	0.8	yes	BK02615BL01-2
ACAT1	38	984	9.2905	19.8632	41.625	0.77	yes	BK02615BL01-2
ACAT2	39	361	3.9454	7.2872	17.6769	0.6	yes	BK02615BL01-2
ACBD3	64746	2498	14.1444	50.425	63.3723	0.85	yes	BK02615BL01-2
