Gene Symbol	NCBI Gene ID	RNA-Seq Raw Counts	FPKM	CPM	TPM	Percentile Rank	Is Expressed	sample
A1BG	1	128	0.9106	1.6873	3.2998	0.4	yes	BK00177TS04
A1BG-AS1	503538	214	1.3244	2.821	4.7994	0.44	yes	BK00177TS04
A1CF	29974	184	0.2545	2.4255	0.9224	0.3	no	BK00177TS04
A2M	2	17189	48.6976	226.5897	176.4687	0.96	yes	BK00177TS04
A2M-AS1	144571	27	0.1627	0.3559	0.5897	0.27	no	BK00177TS04
A2ML1	144568	65838	159.2464	867.893	577.0722	0.99	yes	BK00177TS04
A3GALT2	127550	29	0.3737	0.3823	1.3542	0.33	no	BK00177TS04
A4GALT	53947	14979	64.9102	197.4569	235.2197	0.97	yes	BK00177TS04
A4GNT	51146	0	0	0	0	0	no	BK00177TS04
AAAS	8086	1138	8.1662	15.0014	29.5926	0.74	yes	BK00177TS04
AACS	65985	1697	6.7198	22.3703	24.3511	0.7	yes	BK00177TS04
AADAC	13	182	1.4129	2.3992	5.1202	0.45	yes	BK00177TS04
AADACL2	344752	19	0.0835	0.2505	0.3025	0.23	no	BK00177TS04
AADACL3	126767	0	0	0	0	0	no	BK00177TS04
AADACL4	343066	0	0	0	0	0	no	BK00177TS04
AADAT	51166	408	1.9174	5.3784	6.9483	0.49	yes	BK00177TS04
PRXL2C	195827	1075	8.5728	14.1709	31.066	0.75	yes	BK00177TS04
AAGAB	79719	2797	10.5075	36.8708	38.0767	0.79	yes	BK00177TS04
AAK1	22848	5601	3.3853	73.8338	12.2676	0.57	yes	BK00177TS04
AAMDC	28971	162	3.5182	2.1355	12.749	0.57	yes	BK00177TS04
AAMP	14	3281	24.0818	43.251	87.267	0.91	yes	BK00177TS04
AANAT	15	8	0.0504	0.1055	0.1826	0.21	no	BK00177TS04
AAR2	25980	1062	4.6994	13.9995	17.0296	0.63	yes	BK00177TS04
AARD	441376	1	0.0074	0.0132	0.0267	0.14	no	BK00177TS04
AARS	16	5023	19.1205	66.2144	69.2884	0.88	yes	BK00177TS04
AARS2	57505	1738	4.7602	22.9108	17.2498	0.63	yes	BK00177TS04
AARSD1	80755	7	0.0677	0.0923	0.2452	0.22	no	BK00177TS04
AASDH	132949	1280	3.9655	16.8733	14.3701	0.6	yes	BK00177TS04
AASDHPPT	60496	1119	5.1559	14.7509	18.6837	0.65	yes	BK00177TS04
AASS	10157	1357	2.8498	17.8883	10.3271	0.54	yes	BK00177TS04
AATF	26574	3679	22.6518	48.4975	82.0849	0.9	yes	BK00177TS04
AATK	9625	333	0.4457	4.3897	1.6151	0.34	no	BK00177TS04
PVALEF	388428	2	0.0167	0.0264	0.0606	0.16	no	BK00177TS04
ABAT	18	282	0.6189	3.7174	2.2429	0.37	yes	BK00177TS04
ABCA1	19	14805	17.4596	195.1632	63.2695	0.87	yes	BK00177TS04
ABCA10	10349	509	1.0208	6.7098	3.6992	0.41	yes	BK00177TS04
ABCA11P	79963	427	1.4852	5.6288	5.3819	0.46	yes	BK00177TS04
ABCA12	26154	6164	8.6719	81.2554	31.4248	0.75	yes	BK00177TS04
ABCA13	154664	983	0.733	12.9582	2.6563	0.38	yes	BK00177TS04
ABCA2	20	15328	24.1696	202.0575	87.5849	0.91	yes	BK00177TS04
ABCA3	21	643	1.2754	8.4762	4.6217	0.44	yes	BK00177TS04
ABCA4	24	52	0.0936	0.6855	0.3391	0.24	no	BK00177TS04
ABCA5	23461	3469	4.8121	45.7292	17.4379	0.63	yes	BK00177TS04
ABCA6	23460	1040	2.5887	13.7095	9.3807	0.53	yes	BK00177TS04
ABCA7	10347	11036	21.3344	145.4793	77.311	0.9	yes	BK00177TS04
ABCA8	10351	132	0.2685	1.7401	0.9729	0.3	no	BK00177TS04
ABCA9	10350	703	1.3106	9.2671	4.7492	0.44	yes	BK00177TS04
ABCB1	5243	341	0.9532	4.4951	3.4541	0.41	yes	BK00177TS04
ABCB10	23456	1526	5.2155	20.1161	18.8997	0.65	yes	BK00177TS04
ABCB11	8647	94	0.1753	1.2391	0.6352	0.28	no	BK00177TS04
ABCB4	5244	127	0.4198	1.6741	1.5212	0.34	no	BK00177TS04
ABCB5	340273	4	0.0068	0.0527	0.0246	0.14	no	BK00177TS04
ABCB6	10058	1704	7.1355	22.4626	25.8574	0.71	yes	BK00177TS04
ABCB7	22	2600	13.5577	34.2739	49.1299	0.83	yes	BK00177TS04
ABCB8	11194	3094	8.0082	40.7859	29.0199	0.74	yes	BK00177TS04
ABCB9	23457	837	2.8226	11.0335	10.2284	0.54	yes	BK00177TS04
ABCC1	4363	14390	28.7675	189.6926	104.2466	0.93	yes	BK00177TS04
ABCC10	89845	4262	9.3327	56.1828	33.8195	0.76	yes	BK00177TS04
ABCC11	85320	44	0.113	0.58	0.4096	0.25	no	BK00177TS04
ABCC12	94160	2	0.0051	0.0264	0.0184	0.13	no	BK00177TS04
ABCC13	150000	6	0.0268	0.0791	0.0971	0.18	no	BK00177TS04
ABCC2	1244	236	0.6152	3.111	2.2293	0.37	yes	BK00177TS04
ABCC3	8714	14436	36.0142	190.299	130.5071	0.95	yes	BK00177TS04
ABCC4	10257	1637	3.3587	21.5793	12.171	0.57	yes	BK00177TS04
ABCC5	10057	6093	10.0626	80.3195	36.4644	0.78	yes	BK00177TS04
ABCC6	368	224	0.4639	2.9528	1.6811	0.34	no	BK00177TS04
ABCC6P1	653190	19	0.0918	0.2505	0.3327	0.24	no	BK00177TS04
ABCC6P2	730013	3	0.056	0.0395	0.203	0.21	no	BK00177TS04
ABCC8	6833	4	0.0106	0.0527	0.0384	0.15	no	BK00177TS04
ABCC9	10060	940	1.2945	12.3913	4.6911	0.44	yes	BK00177TS04
ABCD1	215	3427	6.1648	45.1756	22.3398	0.68	yes	BK00177TS04
ABCD2	225	64	0.158	0.8437	0.5724	0.27	no	BK00177TS04
ABCD3	5825	2510	8.3639	33.0874	30.3087	0.74	yes	BK00177TS04
ABCD4	5826	2665	8.2777	35.1307	29.9966	0.74	yes	BK00177TS04
ABCE1	6059	4997	15.7062	65.8717	56.9156	0.86	yes	BK00177TS04
ABCF1	23	2967	1.6788	39.1117	6.0837	0.47	yes	BK00177TS04
ABCF2	10061	2672	6.8514	35.223	24.8278	0.7	yes	BK00177TS04
ABCF3	55324	3735	18.9005	49.2357	68.4909	0.88	yes	BK00177TS04
ABCG1	9619	5250	6.3932	69.2068	23.1676	0.69	yes	BK00177TS04
ABCG2	9429	324	0.8736	4.271	3.1657	0.4	yes	BK00177TS04
ABCG4	64137	72	0.2411	0.9491	0.8738	0.3	no	BK00177TS04
ABCG5	64240	63	0.2766	0.8305	1.0025	0.31	no	BK00177TS04
ABCG8	64241	34	0.1491	0.4482	0.5401	0.27	no	BK00177TS04
ABHD1	84696	42	0.3703	0.5537	1.342	0.33	no	BK00177TS04
ABHD10	55347	618	2.9033	8.1466	10.5209	0.55	yes	BK00177TS04
ABHD11	83451	2334	9.3461	30.7674	33.8681	0.76	yes	BK00177TS04
ABHD12	26090	2119	9.743	27.9332	35.3064	0.77	yes	BK00177TS04
ABHD12B	145447	6	0.0197	0.0791	0.0715	0.17	no	BK00177TS04
ABHD13	84945	991	2.4639	13.0636	8.9286	0.52	yes	BK00177TS04
ABHD14A	25864	372	3.6871	4.9038	13.3611	0.58	yes	BK00177TS04
ABHD14A-ACY1	100526760	0	0	0	0	0	no	BK00177TS04
ABHD14B	84836	1227	6.6371	16.1746	24.0513	0.7	yes	BK00177TS04
ABHD15	116236	616	2.4132	8.1203	8.7447	0.52	yes	BK00177TS04
ABHD16A	7920	1554	1.1838	20.4852	4.29	0.43	yes	BK00177TS04
ABHD16B	140701	22	0.1633	0.29	0.5917	0.27	no	BK00177TS04
ABHD17A	81926	1838	14.1194	24.229	51.1656	0.84	yes	BK00177TS04
ABHD17B	51104	765	3.0934	10.0844	11.2097	0.55	yes	BK00177TS04
ABHD17C	58489	2371	13.149	31.2551	47.6488	0.83	yes	BK00177TS04
ABHD2	11057	8605	12.3418	113.4333	44.7237	0.82	yes	BK00177TS04
ABHD3	171586	1050	5.5277	13.8414	20.0311	0.66	yes	BK00177TS04
ABHD4	63874	677	3.3029	8.9244	11.9689	0.57	yes	BK00177TS04
ABHD5	51099	1478	3.6397	19.4834	13.1895	0.58	yes	BK00177TS04
ABHD6	57406	305	1.6153	4.0206	5.8536	0.47	yes	BK00177TS04
ABHD8	79575	628	3.961	8.2785	14.3537	0.6	yes	BK00177TS04
ABI1	10006	4518	15.7726	59.5574	57.1563	0.86	yes	BK00177TS04
ABI2	10152	2672	4.8537	35.223	17.5885	0.64	yes	BK00177TS04
ABI3	51225	1005	6.2198	13.2482	22.5391	0.68	yes	BK00177TS04
ABI3BP	25890	787	1.3703	10.3744	4.9656	0.45	yes	BK00177TS04
ABL1	25	36681	69.424	483.5381	251.5765	0.97	yes	BK00177TS04
ABL2	27	4893	5.0993	64.5008	18.4786	0.64	yes	BK00177TS04
ABLIM1	3983	2594	3.5064	34.1948	12.7065	0.57	yes	BK00177TS04
ABLIM2	84448	665	1.6462	8.7662	5.9656	0.47	yes	BK00177TS04
ABLIM3	22885	6043	17.3741	79.6603	62.9598	0.87	yes	BK00177TS04
ABO	28	3159	11.9939	41.6427	43.463	0.81	yes	BK00177TS04
ABR	29	17184	34.5785	226.5238	125.3045	0.94	yes	BK00177TS04
ABRA	137735	0	0	0	0	0	no	BK00177TS04
ABRACL	58527	1077	16.8015	14.1973	60.8848	0.87	yes	BK00177TS04
ABT1	29777	778	2.265	10.2558	8.2077	0.51	yes	BK00177TS04
ABTB1	80325	2307	15.0403	30.4115	54.5025	0.85	yes	BK00177TS04
ABTB2	25841	1921	5.1648	25.3231	18.7161	0.65	yes	BK00177TS04
ACAA1	30	1498	9.9381	19.747	36.0134	0.78	yes	BK00177TS04
ACAA2	10449	1553	10.2926	20.472	37.2981	0.78	yes	BK00177TS04
ACACA	31	10130	11.6585	133.5362	42.2476	0.81	yes	BK00177TS04
ACACB	32	2483	3.4014	32.7315	12.3258	0.57	yes	BK00177TS04
ACAD10	80724	2515	7.4352	33.1534	26.9433	0.72	yes	BK00177TS04
ACAD11	84129	74	0.2615	0.9755	0.9475	0.3	no	BK00177TS04
ACAD8	27034	1056	3.6934	13.9205	13.3841	0.58	yes	BK00177TS04
ACAD9	28976	3958	18.966	52.1753	68.7282	0.88	yes	BK00177TS04
ACADL	33	13	0.0516	0.1714	0.1868	0.21	no	BK00177TS04
ACADM	34	1491	7.5047	19.6547	27.1952	0.72	yes	BK00177TS04
ACADS	35	617	3.9028	8.1334	14.1429	0.59	yes	BK00177TS04
ACADSB	36	383	0.8498	5.0488	3.0796	0.4	yes	BK00177TS04
ACADVL	37	12176	54.4831	160.5071	197.434	0.97	yes	BK00177TS04
ACAN	176	531	0.7918	6.9998	2.8694	0.39	yes	BK00177TS04
ACAP1	9744	550	2.8862	7.2502	10.4591	0.54	yes	BK00177TS04
ACAP2	23527	5164	9.3571	68.0731	33.9081	0.76	yes	BK00177TS04
ACAP3	116983	9607	31.7319	126.6419	114.9889	0.94	yes	BK00177TS04
ACAT1	38	928	5.7218	12.2331	20.7343	0.67	yes	BK00177TS04
