Gene Symbol	NCBI Gene ID	RNA-Seq Raw Counts	FPKM	CPM	TPM	Percentile Rank	Is Expressed	sample
A1BG	1	79	0.6992	1.2955	2.5217	0.36	yes	A463BM452-001
A1BG-AS1	503538	152	1.1703	2.4927	4.2209	0.41	yes	A463BM452-001
A1CF	29974	627	1.079	10.2822	3.8919	0.4	yes	A463BM452-001
A2M	2	37733	132.9868	618.7878	479.6538	0.99	yes	A463BM452-001
A2M-AS1	144571	65	0.4874	1.0659	1.7579	0.33	no	A463BM452-001
A2ML1	144568	90	0.2708	1.4759	0.9768	0.28	no	A463BM452-001
A3GALT2	127550	13	0.2084	0.2132	0.7516	0.27	no	A463BM452-001
A4GALT	53947	809	4.3612	13.2669	15.73	0.61	yes	A463BM452-001
A4GNT	51146	44	0.4074	0.7216	1.4695	0.31	no	A463BM452-001
AAAS	8086	1110	9.9091	18.203	35.7399	0.78	yes	A463BM452-001
AACS	65985	1248	6.1478	20.4661	22.1738	0.68	yes	A463BM452-001
AADAC	13	274	2.6463	4.4934	9.5445	0.52	yes	A463BM452-001
AADACL2	344752	0	0	0	0	0	no	A463BM452-001
AADACL3	126767	0	0	0	0	0	no	A463BM452-001
AADACL4	343066	0	0	0	0	0	no	A463BM452-001
AADAT	51166	753	4.4023	12.3485	15.8782	0.61	yes	A463BM452-001
PRXL2C	195827	848	8.4129	13.9064	30.3433	0.75	yes	A463BM452-001
AAGAB	79719	1568	7.328	25.7138	26.4303	0.72	yes	A463BM452-001
AAK1	22848	5138	3.8633	84.2587	13.9341	0.59	yes	A463BM452-001
AAMDC	28971	288	7.7808	4.7229	28.0636	0.73	yes	A463BM452-001
AAMP	14	2667	24.3521	43.7364	87.8327	0.92	yes	A463BM452-001
AANAT	15	14	0.1097	0.2296	0.3956	0.23	no	A463BM452-001
AAR2	25980	611	3.3635	10.0199	12.1314	0.56	yes	A463BM452-001
AARD	441376	10	0.0918	0.164	0.3312	0.22	no	A463BM452-001
AARS	16	5684	26.9167	93.2126	97.0825	0.93	yes	A463BM452-001
AARS2	57505	1627	5.5436	26.6814	19.9945	0.66	yes	A463BM452-001
AARSD1	80755	0	0	0	0	0	no	A463BM452-001
AASDH	132949	1482	5.7117	24.3035	20.601	0.66	yes	A463BM452-001
AASDHPPT	60496	1056	6.0529	17.3175	21.8316	0.68	yes	A463BM452-001
AASS	10157	3411	8.9115	55.9374	32.1417	0.76	yes	A463BM452-001
AATF	26574	2851	21.8374	46.7539	78.7626	0.91	yes	A463BM452-001
AATK	9625	835	1.3903	13.6933	5.0146	0.43	yes	A463BM452-001
PVALEF	388428	6	0.0624	0.0984	0.225	0.2	no	A463BM452-001
ABAT	18	1018	2.7796	16.6943	10.0254	0.53	yes	A463BM452-001
ABCA1	19	11353	16.6559	186.1792	60.0739	0.87	yes	A463BM452-001
ABCA10	10349	4366	10.8928	71.5985	39.288	0.8	yes	A463BM452-001
ABCA11P	79963	469	2.0293	7.6912	7.3194	0.48	yes	A463BM452-001
ABCA12	26154	70	0.1225	1.1479	0.4419	0.24	no	A463BM452-001
ABCA13	154664	427	0.3961	7.0024	1.4287	0.31	no	A463BM452-001
ABCA2	20	5093	9.9905	83.5207	36.0335	0.78	yes	A463BM452-001
ABCA3	21	1230	3.035	20.1709	10.9467	0.54	yes	A463BM452-001
