Gene Symbol	NCBI Gene ID	RNA-Seq Raw Counts	FPKM	CPM	TPM	Percentile Rank	Is Expressed	sample
A1BG	1	55808	388.2112	719.3553	1306.3498	1	yes	K02145FP01-2
A1BG-AS1	503538	216	1.3071	2.7842	4.3986	0.46	yes	K02145FP01-2
A1CF	29974	24937	33.7321	321.4336	113.5103	0.95	yes	K02145FP01-2
A2M	2	143689	398.0499	1852.126	1339.4575	1	yes	K02145FP01-2
A2M-AS1	144571	74	0.4361	0.9538	1.4676	0.36	no	K02145FP01-2
A2ML1	144568	1	0.0024	0.0129	0.008	0.14	no	K02145FP01-2
A3GALT2	127550	39	0.4914	0.5027	1.6536	0.37	no	K02145FP01-2
A4GALT	53947	462	1.9576	5.9551	6.5875	0.51	yes	K02145FP01-2
A4GNT	51146	17	0.1237	0.2191	0.4164	0.27	no	K02145FP01-2
AAAS	8086	1554	10.9041	20.0308	36.6928	0.82	yes	K02145FP01-2
AACS	65985	490	1.8973	6.316	6.3844	0.51	yes	K02145FP01-2
AADAC	13	15569	118.1871	200.6817	397.7054	0.99	yes	K02145FP01-2
AADACL2	344752	0	0	0	0	0	no	K02145FP01-2
AADACL3	126767	0	0	0	0	0	no	K02145FP01-2
AADACL4	343066	0	0	0	0	0	no	K02145FP01-2
AADAT	51166	2548	11.7088	32.8433	39.4008	0.83	yes	K02145FP01-2
PRXL2C	195827	500	3.8989	6.4449	13.1201	0.63	yes	K02145FP01-2
AAGAB	79719	1065	3.9121	13.7277	13.1645	0.63	yes	K02145FP01-2
AAK1	22848	4089	2.4166	52.7065	8.132	0.55	yes	K02145FP01-2
AAMDC	28971	326	6.9227	4.2021	23.2952	0.74	yes	K02145FP01-2
AAMP	14	3048	21.8754	39.2882	73.6117	0.91	yes	K02145FP01-2
AANAT	15	1	0.0062	0.0129	0.0207	0.15	no	K02145FP01-2
AAR2	25980	649	2.8082	8.3655	9.4496	0.57	yes	K02145FP01-2
AARD	441376	2	0.0144	0.0258	0.0486	0.18	no	K02145FP01-2
AARS	16	7446	27.7152	95.9776	93.2629	0.94	yes	K02145FP01-2
AARS2	57505	1820	4.8742	23.4595	16.4019	0.67	yes	K02145FP01-2
AARSD1	80755	1	0.0095	0.0129	0.0318	0.16	no	K02145FP01-2
AASDH	132949	1780	5.3922	22.9439	18.1451	0.69	yes	K02145FP01-2
AASDHPPT	60496	970	4.3702	12.5031	14.7059	0.65	yes	K02145FP01-2
AASS	10157	10731	22.0361	138.3207	74.1526	0.92	yes	K02145FP01-2
AATF	26574	1610	9.693	20.7526	32.6173	0.8	yes	K02145FP01-2
AATK	9625	715	0.9358	9.2162	3.1489	0.43	yes	K02145FP01-2
PVALEF	388428	11	0.0899	0.1418	0.3026	0.25	no	K02145FP01-2
ABAT	18	14748	31.6515	190.0991	106.509	0.94	yes	K02145FP01-2
ABCA1	19	26519	30.5802	341.8253	102.9038	0.94	yes	K02145FP01-2
ABCA10	10349	3210	6.2949	41.3763	21.1826	0.72	yes	K02145FP01-2
ABCA11P	79963	234	0.7958	3.0162	2.678	0.41	yes	K02145FP01-2
ABCA12	26154	3	0.0041	0.0387	0.0139	0.15	no	K02145FP01-2
ABCA13	154664	1074	0.7831	13.8437	2.6352	0.41	yes	K02145FP01-2
ABCA2	20	11644	17.9532	150.0891	60.4136	0.9	yes	K02145FP01-2
ABCA3	21	819	1.5884	10.5568	5.3452	0.48	yes	K02145FP01-2
ABCA4	24	245	0.4311	3.158	1.4506	0.36	no	K02145FP01-2
ABCA5	23461	11230	15.2323	144.7527	51.2575	0.88	yes	K02145FP01-2
ABCA6	23460	30805	74.9757	397.0711	252.2968	0.98	yes	K02145FP01-2
ABCA7	10347	3779	7.1434	48.7106	24.0378	0.74	yes	K02145FP01-2
ABCA8	10351	24016	47.7645	309.562	160.7301	0.96	yes	K02145FP01-2
ABCA9	10350	9162	16.7015	118.0966	56.2015	0.89	yes	K02145FP01-2
ABCB1	5243	7225	19.7475	93.129	66.4512	0.91	yes	K02145FP01-2
ABCB10	23456	1866	6.236	24.0524	20.9846	0.72	yes	K02145FP01-2
ABCB11	8647	15966	29.1129	205.7989	97.9663	0.94	yes	K02145FP01-2
ABCB4	5244	14565	47.0763	187.7403	158.4141	0.96	yes	K02145FP01-2
ABCB5	340273	35	0.0581	0.4511	0.1955	0.23	no	K02145FP01-2
ABCB6	10058	2717	11.125	35.0217	37.4363	0.83	yes	K02145FP01-2
ABCB7	22	3276	16.7037	42.2271	56.2089	0.89	yes	K02145FP01-2
ABCB8	11194	1854	4.6923	23.8977	15.7897	0.66	yes	K02145FP01-2
ABCB9	23457	237	0.7815	3.0549	2.6298	0.41	yes	K02145FP01-2
