Gene Symbol	NCBI Gene ID	RNA-Seq Raw Counts	FPKM	CPM	TPM	Percentile Rank	Is Expressed	sample
A1BG	1	66744	463.657	859.1564	1476.5156	1	yes	11217-051_1_1-2
A1BG-AS1	503538	109	0.6587	1.4031	2.0977	0.43	yes	11217-051_1_1-2
A1CF	29974	35091	47.4033	451.7059	150.9557	0.96	yes	11217-051_1_1-2
A2M	2	152295	421.3205	1960.4042	1341.695	1	yes	11217-051_1_1-2
A2M-AS1	144571	43	0.2531	0.5535	0.806	0.35	no	11217-051_1_1-2
A2ML1	144568	0	0	0	0	0	no	11217-051_1_1-2
A3GALT2	127550	10	0.1258	0.1287	0.4007	0.31	no	11217-051_1_1-2
A4GALT	53947	157	0.6644	2.021	2.1156	0.43	yes	11217-051_1_1-2
A4GNT	51146	9	0.0654	0.1159	0.2083	0.27	no	11217-051_1_1-2
AAAS	8086	1517	10.6301	19.5275	33.8515	0.83	yes	11217-051_1_1-2
AACS	65985	558	2.1576	7.1828	6.871	0.56	yes	11217-051_1_1-2
AADAC	13	18123	137.3891	233.2867	437.5157	0.99	yes	11217-051_1_1-2
AADACL2	344752	0	0	0	0	0	no	11217-051_1_1-2
AADACL3	126767	0	0	0	0	0	no	11217-051_1_1-2
AADACL4	343066	0	0	0	0	0	no	11217-051_1_1-2
AADAT	51166	3787	17.3789	48.7478	55.3431	0.89	yes	11217-051_1_1-2
PRXL2C	195827	362	2.819	4.6598	8.9771	0.6	yes	11217-051_1_1-2
AAGAB	79719	892	3.2722	11.4822	10.4204	0.63	yes	11217-051_1_1-2
AAK1	22848	2591	1.5292	33.3524	4.8698	0.52	yes	11217-051_1_1-2
AAMDC	28971	419	8.8856	5.3935	28.2961	0.8	yes	11217-051_1_1-2
AAMP	14	2971	21.294	38.2439	67.8106	0.91	yes	11217-051_1_1-2
AANAT	15	3	0.0185	0.0386	0.0588	0.22	no	11217-051_1_1-2
AAR2	25980	631	2.7266	8.1225	8.6828	0.6	yes	11217-051_1_1-2
AARD	441376	3	0.0216	0.0386	0.0689	0.22	no	11217-051_1_1-2
AARS	16	7150	26.5775	92.0378	84.6359	0.93	yes	11217-051_1_1-2
AARS2	57505	1859	4.9719	23.9298	15.8331	0.7	yes	11217-051_1_1-2
AARSD1	80755	0	0	0	0	0	no	11217-051_1_1-2
AASDH	132949	2143	6.4831	27.5856	20.6454	0.74	yes	11217-051_1_1-2
AASDHPPT	60496	940	4.2293	12.1001	13.4683	0.67	yes	11217-051_1_1-2
AASS	10157	20569	42.1814	264.7727	134.3267	0.96	yes	11217-051_1_1-2
AATF	26574	1307	7.8581	16.8242	25.0242	0.78	yes	11217-051_1_1-2
AATK	9625	196	0.2562	2.523	0.8158	0.35	no	11217-051_1_1-2
PVALEF	388428	1	0.0082	0.0129	0.026	0.19	no	11217-051_1_1-2
ABAT	18	19531	41.86	251.4111	133.3031	0.95	yes	11217-051_1_1-2
ABCA1	19	37218	42.8597	479.0855	136.4866	0.96	yes	11217-051_1_1-2
ABCA10	10349	4724	9.2514	60.8093	29.461	0.81	yes	11217-051_1_1-2
ABCA11P	79963	301	1.0223	3.8746	3.2556	0.47	yes	11217-051_1_1-2
ABCA12	26154	0	0	0	0	0	no	11217-051_1_1-2
